KOL,GOSP,GOŚĆ,ST GOSP,ST GOŚĆ,ST C GOSP,ST C GOŚĆ,G GOSP,G GOŚĆ,xG GOSP,xG GOŚĆ,xG/s gosp,xG/s gość,% GOSP,% REMIS,% GOŚĆ
34,Zagłębie S,Śląsk,11,13,5,8,2,3,"1,32","1,52","0,12","0,12",33%,26%,42%
34,Cracovia,Lechia,15,8,6,0,2,0,"1,60","0,47","0,11","0,06",67%,23%,10%
34,Jagiellonia,Pogoń,17,13,7,5,4,2,"1,44","1,07","0,08","0,08",46%,27%,28%
35,Arka,Zagłębie S,35,4,15,1,2,0,"3,82","0,23","0,11","0,06",95%,3%,1%
35,Wisła K,Korona,6,23,2,6,1,0,"1,10","1,04","0,18","0,05",37%,30%,32%
35,Śląsk,Wisła P,16,17,5,4,2,1,"1,32","0,81","0,08","0,05",49%,28%,22%
35,Miedź,Górnik,13,18,4,9,0,1,"1,17","2,21","0,09","0,12",18%,20%,62%
35,Cracovia,Lech,9,7,5,0,1,0,"0,60","0,27","0,07","0,04",37%,48%,14%
35,Piast,Jagiellonia,9,9,5,6,2,1,"1,35","1,93","0,15","0,21",25%,23%,52%
35,Legia,Pogoń,17,13,5,6,1,1,"0,64","0,84","0,04","0,06",26%,37%,38%
35,Lechia,Zagłębie L,19,10,3,5,1,1,"1,49","1,07","0,08","0,11",47%,26%,27%
36,Arka,Wisła K,33,8,11,3,3,1,"3,60","1,38","0,11","0,17",79%,12%,9%
36,Górnik,Wisła P,16,13,4,4,0,1,"1,75","0,74","0,11","0,06",63%,23%,15%
36,Miedź,Śląsk,14,12,2,3,0,2,"0,69","0,94","0,05","0,08",25%,35%,40%
36,Zagłębie S,Korona,8,19,2,10,2,4,"0,81","3,09","0,10","0,16",5%,11%,84%
36,Jagiellonia,Legia,9,17,1,6,0,0,"0,55","1,24","0,06","0,07",16%,30%,54%
36,Lech,Lechia,12,8,3,3,1,1,"1,59","0,59","0,13","0,07",63%,24%,13%
36,Pogoń,Piast,15,11,3,3,0,0,"1,40","0,74","0,09","0,07",53%,28%,19%
36,Zagłębie L,Cracovia,8,10,2,5,1,2,"1,34","0,97","0,17","0,10",46%,28%,26%
37,Korona,Górnik,12,13,2,8,0,3,"0,52","0,94","0,04","0,07",19%,36%,45%
37,Śląsk,Arka,13,9,7,3,4,0,"2,28","0,46","0,18","0,05",81%,14%,5%
37,Wisła K,Miedź,14,24,6,10,4,5,"2,17","2,77","0,16","0,12",30%,19%,51%
37,Wisła P,Zagłębie S,15,7,3,4,0,0,"1,12","0,68","0,07","0,10",46%,32%,22%
37,Cracovia,Pogoń,10,12,2,7,0,3,"1,05","1,08","0,11","0,09",34%,30%,36%
37,Lechia,Jagiellonia,17,16,8,3,2,0,"1,29","2,08","0,08","0,13",22%,21%,56%
37,Legia,Zagłębie L,20,6,5,2,2,2,"1,99","0,59","0,10","0,10",72%,19%,9%
37,Piast,Lech,7,14,4,4,1,0,"0,72","1,34","0,10","0,10",19%,29%,52%
