ZAWODNIK,KLUB,MECZE,PEŁNE,"W 1. ""11""",Z ŁAWKI,"W ""18""",CZAS
Arkadiusz Jędrych,Zagłębie S,17,14,14,3,19,1327
Adam Kokoszka,Zagłębie S,4,3,3,1,15,308
Konrad Kumor,Zagłębie S,2,0,0,2,5,29
Nuno Malheiro,Zagłębie S,3,3,3,0,10,270
Patrik Mraz,Zagłębie S,25,21,24,1,26,2065
Giorgos Mygas,Zagłębie S,15,9,15,0,15,1256
Tomasz Nawotka,Zagłębie S,16,7,12,4,17,1117
Piotr Polczak,Zagłębie S,28,22,25,3,30,2228
Tymoteusz Puchacz,Zagłębie S,2,2,2,0,5,180
Martin Toth,Zagłębie S,11,6,11,0,14,826
Żarko Udovicić,Zagłębie S,33,20,30,3,34,2646
Bartłomiej Babiarz,Zagłębie S,12,5,8,4,20,737
Adam Banasiak,Zagłębie S,14,6,9,5,17,915
Mello,Zagłębie S,5,0,1,4,13,89
Sebastian Milewski,Zagłębie S,23,13,17,6,28,1623
Mateusz Możdżeń,Zagłębie S,14,12,14,0,14,1183
Tomasz Nowak,Zagłębie S,15,3,11,4,19,1011
Szymon Pawłowski,Zagłębie S,32,31,31,1,32,2835
Tomasz Pietrzak,Zagłębie S,1,0,1,0,2,45
Martin Pribula,Zagłębie S,0,0,0,0,3,0
Kacper Radkowski,Zagłębie S,2,0,1,1,6,95
Dawid Ryndak,Zagłębie S,7,3,3,4,16,322
Callum Rzonca,Zagłębie S,5,0,1,4,8,102
Dejan Vokic,Zagłębie S,15,0,7,8,19,514
Konrad Wrzesiński,Zagłębie S,20,15,20,0,20,1749
Alexandre Cristovao,Zagłębie S,15,3,10,5,15,938
Giorgi Gabedawa,Zagłębie S,14,1,7,7,15,677
Giorgi Iwaniszwili,Zagłębie S,9,0,3,6,14,315
Olaf Nowak,Zagłębie S,14,4,5,9,16,588
Vamara Sanogo,Zagłębie S,29,13,25,4,29,2125
Junior Torunarigha,Zagłębie S,10,0,2,8,11,196
