ZAWODNIK,KLUB,MECZE,PEŁNE,"W 1. ""11""",Z ŁAWKI,"W ""20""",CZAS
Krzysztof Mączyński,Śląsk,30,18,25,5,30,2190
Bartłomiej Pawłowski,Śląsk,12,5,10,2,15,821
Patrick Olsen,Śląsk,12,1,11,1,13,824
Robert Pich,Śląsk,32,4,22,10,32,2012
Mateusz Praszelik,Śląsk,15,4,14,1,15,1110
Petr Schwarz,Śląsk,31,20,28,3,32,2428
Waldemar Sobota,Śląsk,20,0,11,9,30,991
Marcel Zylla,Śląsk,11,1,3,8,18,400
Sebastian Bergier,Śląsk,2,0,0,2,5,56
Erik Exposito,Śląsk,28,13,24,4,28,2090
Fabian Piasecki,Śląsk,19,2,9,10,19,842
Caye Quintana,Śląsk,25,1,9,16,30,836
Jędrzej Grobelny,Warta,9,9,9,0,31,810
Adrian Lis,Warta,25,25,25,0,34,2250
Patryk Prange,Warta,0,0,0,0,3,0
Jordan Courtney-Perkins,Warta,5,0,0,5,11,83
Jan Grzesik,Warta,34,34,34,0,34,3060
Robert Ivanov,Warta,31,31,31,0,31,2790
Bartosz Kieliba,Warta,4,3,4,0,11,315
Jakub Kiełb,Warta,25,5,23,2,32,1787
Aleks Ławniczak,Warta,12,10,10,2,13,953
Filip Małek,Warta,0,0,0,0,6,0
Konrad Matuszewski,Warta,25,8,14,11,32,1421
Aleksandr Pawłowiec,Warta,4,2,2,2,4,246
Dawid Szymonowicz,Warta,20,16,19,1,21,1676
Bartłomiej Burman,Warta,2,0,0,2,18,13
Frank Castaneda,Warta,13,2,8,5,13,807
Milan Corryn,Warta,21,0,14,7,26,1016
Szymon Czyż,Warta,15,2,13,2,18,997
Mateusz Czyżycki,Warta,17,2,5,12,19,586
Nikodem Fiedosewicz,Warta,3,0,0,3,10,7
Michał Jakóbowski,Warta,15,1,8,7,19,654
Michał Kopczyński,Warta,26,9,17,9,26,1622
Mateusz Kupczak,Warta,32,23,28,4,32,2522
Miguel Luis,Warta,14,1,13,1,14,955
Niilo Maenpaa,Warta,12,1,5,7,14,512
Jayson Papeau,Warta,26,3,18,8,27,1526
Mikołaj Rakowski,Warta,1,0,0,1,7,8
Mario Rodriguez,Warta,16,1,5,11,16,598
Jakub Sangowski,Warta,6,0,0,6,20,71
Mateusz Sopoćko,Warta,2,0,0,2,7,19
Mikołaj Stangel,Warta,0,0,0,0,4,0
Daniel Szelągowski,Warta,5,0,2,3,12,183
Miłosz Szczepański,Warta,13,0,6,7,14,594
Marcin Szeibe,Warta,1,0,0,1,3,1
Kajetan Szmyt,Warta,6,0,0,6,11,85
Łukasz Trałka,Warta,31,24,30,1,31,2492
Mateusz Kuzimski,Warta,22,2,7,15,22,835
Adam Zrelak,Warta,29,12,24,5,29,2085
Mikołaj Biegański,Wisła K,19,19,19,0,34,1710
Paweł Kieszek,Wisła K,14,14,14,0,30,1260
Mateusz Lis,Wisła K,1,1,1,0,1,90
Kacper Rosa,Wisła K,0,0,0,0,3,0
Joseph Colley,Wisła K,11,11,11,0,11,990
Michal Frydrych,Wisła K,31,29,31,0,32,2640
Konrad Gruszkowski,Wisła K,30,15,28,2,31,2451
Matej Hanousek,Wisła K,31,29,31,0,33,2747
Paweł Koncewicz-Żyłka,Wisła K,0,0,0,0,1,0
Adi Mehremić,Wisła K,0,0,0,0,10,0
Maciej Sadlok,Wisła K,20,15,16,4,32,1390
Dawid Szot,Wisła K,12,4,6,6,31,594
Serafin Szota,Wisła K,15,9,12,3,31,1151
Sebastian Ring,Wisła K,6,2,3,3,13,290
Alan Uryga,Wisła K,3,3,3,0,4,270
Krystian Wachowiak,Wisła K,1,0,0,1,9,1
Jakub Błaszczykowski,Wisła K,2,0,0,2,4,58
Momo Cisse,Wisła K,8,1,4,4,8,410
Heorhij Citaiszwili,Wisła K,7,4,6,1,7,544
Aschraf El Mahdioui,Wisła K,16,14,16,0,17,1434
Enis Fazlagić,Wisła K,13,7,11,2,14,1011
Dorian Gądek,Wisła K,0,0,0,0,2,0
Dor Hugi,Wisła K,28,0,6,22,31,778
Nikola Kuveljić,Wisła K,17,0,4,13,24,389
Mateusz Młyński,Wisła K,23,0,12,11,25,1051
Patryk Plewka,Wisła K,17,4,12,5,18,989
Marko Poletanović,Wisła K,10,8,10,0,11,834
Stefan Savić,Wisła K,25,0,16,9,27,1290
Michal Skvarka,Wisła K,28,5,22,6,32,1853
Piotr Starzyński,Wisła K,18,0,6,12,25,560
Yaw Yeboah,Wisła K,19,5,17,2,19,1316
Gieorgij Żukow,Wisła K,18,5,12,6,21,1058
Luis Fernandez,Wisła K,9,4,6,3,9,624
Felicio Brown Forbes,Wisła K,18,2,9,9,18,853
Jan Kliment,Wisła K,22,6,15,7,23,1341
Elvis Manu,Wisła K,11,1,5,6,11,546
Zdenek Ondrasek,Wisła K,14,4,10,4,14,904
Hubert Sobol,Wisła K,7,0,0,7,14,82
Bartłomiej Gradecki,Wisła P,3,3,3,0,12,270
Krzysztof Kamiński,Wisła P,29,29,29,0,32,2610
Damian Węglarz,Wisła P,2,2,2,0,22,180
Piotr Zieliński,Wisła P,0,0,0,0,2,0
Marcel Błachewicz,Wisła P,7,2,4,3,15,399
Adam Chrzanowski,Wisła P,9,5,8,1,15,681
Igor Drapiński,Wisła P,2,0,0,2,5,26
Anton Krywociuk,Wisła P,16,13,14,2,22,1345
Damian Michalski,Wisła P,28,24,26,2,30,2267
Milan Obradović,Wisła P,1,1,1,0,7,90
Jakub Rzeźniczak,Wisła P,28,20,25,3,28,2265
Piotr Tomasik,Wisła P,29,24,27,2,29,2401
Kristian Vallo,Wisła P,27,9,22,5,32,1904
Damian Zbozień,Wisła P,13,5,10,3,28,861
Radosław Cielemęcki,Wisła P,17,0,8,9,31,664
Dominik Furman,Wisła P,25,5,17,8,28,1562
Fryderyk Gerbowski,Wisła P,18,4,8,10,24,850
Jorginho,Wisła P,22,3,11,11,26,1021
Dawid Kocyła,Wisła P,11,2,7,4,13,599
Dawid Krzyżański,Wisła P,1,0,0,1,1,14
Dusan Lagator,Wisła P,22,7,12,10,32,1046
Filip Lesniak,Wisła P,26,4,10,16,33,1055
Aleksander Pawlak,Wisła P,7,2,7,0,7,556
Damian Rasak,Wisła P,27,12,21,6,27,1939
Luka Susnjara,Wisła P,4,0,0,4,5,45
Mateusz Szwoch,Wisła P,31,22,31,0,31,2660
Rafał Wolski,Wisła P,26,5,23,3,27,1711
Bartosz Zynek,Wisła P,3,0,0,3,5,35
Marko Kolar,Wisła P,27,0,13,14,31,1183
Łukasz Sekulski,Wisła P,28,5,23,5,28,1896
Patryk Tuszyński,Wisła P,21,1,3,18,22,529
Tomasz Walczak,Wisła P,5,0,0,5,9,23
Damian Warchoł,Wisła P,18,1,9,9,21,920
Kacper Bieszczad,Zagłębie,10,10,10,0,24,900
Jasmin Burić,Zagłębie,1,1,1,0,6,90
Dominik Hładun,Zagłębie,23,23,23,0,29,2070
Alexander Steffen,Zagłębie,0,0,0,0,2,0
Szymon Weirauch,Zagłębie,0,0,0,0,7,0
Sasa Balić,Zagłębie,20,8,15,5,24,1203
Mateusz Bartolewski,Zagłębie,26,16,24,2,27,2138
Jhon Chancellor,Zagłębie,7,7,7,0,10,630
Kacper Chodyna,Zagłębie,32,22,29,3,33,2613
Bartłomiej Kłudka,Zagłębie,7,1,2,5,23,198
Bartosz Kopacz,Zagłębie,15,15,15,0,15,1350
Kamil Kruk,Zagłębie,13,13,13,0,18,1170
Kacper Lepczyński,Zagłębie,4,2,2,2,10,228
Aleks Ławniczak,Zagłębie,8,6,6,2,15,560
Aleksandar Pantić,Zagłębie,9,7,9,0,11,775
Lorenco Simić,Zagłębie,7,6,7,0,7,606
Ian Soler,Zagłębie,9,7,7,2,13,670
Jakub Wójcicki,Zagłębie,16,3,7,9,24,601
Jewgienij Baszkirow,Zagłębie,6,3,5,1,7,362
Erik Daniel,Zagłębie,31,7,26,5,32,2163
Daniel Dudziński,Zagłębie,8,0,0,8,15,162
Koki Hinokio,Zagłębie,7,3,5,2,8,446
Mateusz Kizyma,Zagłębie,0,0,0,0,2,0
Łukasz Łakomy,Zagłębie,20,5,16,4,24,1268
Kacper Masiak,Zagłębie,1,0,0,1,2,1
Dawid Pakulski,Zagłębie,10,0,3,7,12,381
Tomasz Pieńko,Zagłębie,13,0,1,12,22,211
Łukasz Poręba,Zagłębie,29,13,23,6,31,2100
Adam Ratajczyk,Zagłębie,11,1,4,7,15,479
Aleksandar Scekić,Zagłębie,11,8,10,1,12,854
Filip Starzyński,Zagłębie,27,8,22,5,28,1852
Sasa Zivec,Zagłębie,18,3,9,9,20,837
Jakub Żubrowski,Zagłębie,16,3,10,6,19,906
Ilja Żygulow,Zagłębie,13,1,5,8,15,507
Rafał Adamski,Zagłębie,1,0,0,1,1,2
Cheikhou Dieng,Zagłębie,11,0,5,6,11,473
Martin Dolezal,Zagłębie,15,4,8,7,15,867
Patryk Kusztal,Zagłębie,3,0,1,2,5,71
Karol Podliński,Zagłębie,20,1,4,16,29,633
Oliwier Sławiński,Zagłębie,3,0,0,3,5,49
Patryk Szysz,Zagłębie,33,15,30,3,33,2506
Tomas Zajic,Zagłębie,10,1,9,1,13,681
