ZAWODNIK,KLUB,POZYCJA,MECZE w ESA,GOLE w ESA,gole/mecz,MECZE w KLUBIE,GOLE w KLUBIE,gole/mecz w klubie
Marcel Zapytowski,Wisła P.,Bramkarz,2,0,"0,000",2,0,"0,000"
Bartłomiej Żynel,Wisła P.,Bramkarz,7,0,"0,000",7,0,"0,000"
Adam Dźwigała,Wisła P.,Obrońca,114,7,"0,061",47,0,"0,000"
Ángel García,Wisła P.,Obrońca,16,0,"0,000",16,0,"0,000"
Igor Łasicki,Wisła P.,Obrońca,47,3,"0,064",47,3,"0,064"
Jake McGing,Wisła P.,Obrońca,12,0,"0,000",12,0,"0,000"
Krystian Miś,Wisła P.,Obrońca,8,0,"0,000",0,0,-
Bartłomiej Sielewski,Wisła P.,Obrońca,29,1,"0,034",29,1,"0,034"
Cezary Stefańczyk,Wisła P.,Obrońca,96,0,"0,000",83,0,"0,000"
Patryk Stępiński,Wisła P.,Obrońca,77,0,"0,000",55,0,"0,000"
Marcin Warcholak,Wisła P.,Obrońca,56,5,"0,089",13,0,"0,000"
Alan Uryga,Wisła P.,Obrońca,146,7,"0,048",52,7,"0,135"
Ariel Borysiuk,Wisła P.,Pomocnik,200,9,"0,045",12,2,"0,167"
Dominik Furman,Wisła P.,Pomocnik,173,16,"0,092",103,11,"0,107"
Jakub Łukowski,Wisła P.,Pomocnik,42,2,"0,048",32,2,"0,063"
Justinas Marazas,Wisła P.,Pomocnik,6,0,"0,000",6,0,"0,000"
Giorgi Merebaszwili,Wisła P.,Pomocnik,92,17,"0,185",92,17,"0,185"
Damian Rasak,Wisła P.,Pomocnik,55,0,"0,000",55,0,"0,000"
Alen Stevanović,Wisła P.,Pomocnik,9,1,"0,111",9,1,"0,111"
Semir Štilić,Wisła P.,Pomocnik,211,39,"0,185",39,4,"0,103"
Mateusz Szwoch,Wisła P.,Pomocnik,94,14,"0,149",16,1,"0,063"
Nico Varela,Wisła P.,Pomocnik,56,9,"0,161",56,9,"0,161"
Karol Angielski,Wisła P.,Napastnik,61,4,"0,066",17,2,"0,118"
Grzegorz Kuświk,Wisła P.,Napastnik,225,55,"0,244",15,3,"0,200"
Ricardinho,Wisła P.,Napastnik,62,17,"0,274",35,10,"0,286"
Oskar Zawada,Wisła P.,Napastnik,32,6,"0,188",32,6,"0,188"
Konrad Forenc,Zagłębie,Bramkarz,32,0,"0,000",32,0,"0,000"
Dominik Hładun,Zagłębie,Bramkarz,38,0,"0,000",38,0,"0,000"
Piotr Leciejewski,Zagłębie,Bramkarz,20,0,"0,000",2,0,"0,000"
Saša Balić,Zagłębie,Obrońca,54,2,"0,037",54,2,"0,037"
Alan Czerwiński,Zagłębie,Obrońca,47,1,"0,021",47,1,"0,021"
Maciej Dąbrowski,Zagłębie,Obrońca,161,14,"0,087",63,4,"0,063"
Daniel Dziwniel,Zagłębie,Obrońca,89,2,"0,022",41,0,"0,000"
Ľubomír Guldan,Zagłębie,Obrońca,167,5,"0,030",167,5,"0,030"
Bartosz Kopacz,Zagłębie,Obrońca,91,6,"0,066",57,1,"0,018"
Damian Oko,Zagłębie,Obrońca,17,0,"0,000",17,0,"0,000"
Damjan Bohar,Zagłębie,Pomocnik,35,10,"0,286",35,10,"0,286"
Filip Jagiełło,Zagłębie,Pomocnik,89,5,"0,056",89,5,"0,056"
Patryk Mucha,Zagłębie,Pomocnik,2,0,"0,000",2,0,"0,000"
Dawid Pakulski,Zagłębie,Pomocnik,18,1,"0,056",18,1,"0,056"
Bartłomiej Pawłowski,Zagłębie,Pomocnik,148,20,"0,135",64,11,"0,172"
Łukasz Poręba,Zagłębie,Pomocnik,7,1,"0,143",7,1,"0,143"
Władisław Sirotow,Zagłębie,Pomocnik,10,0,"0,000",10,0,"0,000"
Bartosz Slisz,Zagłębie,Pomocnik,27,0,"0,000",27,0,"0,000"
Filip Starzyński,Zagłębie,Pomocnik,199,50,"0,251",98,29,"0,296"
Jakub Tosik,Zagłębie,Pomocnik,207,10,"0,048",96,7,"0,073"
Jakub Mareš,Zagłębie,Napastnik,40,6,"0,150",40,6,"0,150"
Patryk Szysz,Zagłębie,Napastnik,5,1,"0,200",5,1,"0,200"
Patryk Tuszyński,Zagłębie,Napastnik,127,37,"0,291",56,15,"0,268"
Lukáš Hroššo,Zagłębie S.,Bramkarz,12,0,"0,000",12,0,"0,000"
Dawid Kudła,Zagłębie S.,Bramkarz,64,0,"0,000",24,0,"0,000"
Matko Perdijić,Zagłębie S.,Bramkarz,42,0,"0,000",2,0,"0,000"
Mateusz Cichocki,Zagłębie S.,Obrońca,53,0,"0,000",22,0,"0,000"
Lukáš Greššák,Zagłębie S.,Obrońca,12,0,"0,000",12,0,"0,000"
Michael Heinloth,Zagłębie S.,Obrońca,29,0,"0,000",29,0,"0,000"
Roman Janicki,Zagłębie S.,Obrońca,1,0,"0,000",1,0,"0,000"
Konrad Kumor,Zagłębie S.,Obrońca,2,0,"0,000",2,0,"0,000"
Patrik Mráz,Zagłębie S.,Obrońca,162,9,"0,056",25,1,"0,040"
Giórgos Mýgas,Zagłębie S.,Obrońca,15,2,"0,133",15,2,"0,133"
Tomasz Nawotka,Zagłębie S.,Obrońca,16,1,"0,063",16,1,"0,063"
Piotr Polczak,Zagłębie S.,Obrońca,189,11,"0,058",28,2,"0,071"
Martin Tóth,Zagłębie S.,Obrońca,11,0,"0,000",11,0,"0,000"
Bartłomiej Babiarz,Zagłębie S.,Pomocnik,142,6,"0,042",12,0,"0,000"
Sebastian Milewski,Zagłębie S.,Pomocnik,23,0,"0,000",23,0,"0,000"
Mateusz Możdżeń,Zagłębie S.,Pomocnik,262,23,"0,088",14,3,"0,214"
Tomasz Nowak,Zagłębie S.,Pomocnik,158,5,"0,032",15,0,"0,000"
Szymon Pawłowski,Zagłębie S.,Pomocnik,283,52,"0,184",32,5,"0,156"
Tomasz Pietrzak,Zagłębie S.,Pomocnik,1,0,"0,000",1,0,"0,000"
Kacper Radkowski,Zagłębie S.,Pomocnik,2,0,"0,000",2,0,"0,000"
Dawid Ryndak,Zagłębie S.,Pomocnik,8,0,"0,000",8,0,"0,000"
Žarko Udovičić,Zagłębie S.,Pomocnik,33,10,"0,303",33,10,"0,303"
Giorgi Gabedawa,Zagłębie S.,Napastnik,14,3,"0,214",14,3,"0,214"
Giorgi Iwaniszwili,Zagłębie S.,Napastnik,9,0,"0,000",9,0,"0,000"
Olaf Nowak,Zagłębie S.,Napastnik,14,4,"0,286",14,4,"0,286"
Vamara Sanogo,Zagłębie S.,Napastnik,29,11,"0,379",29,11,"0,379"
