ZAWODNIK,KLUB,MECZE,PEŁNE,"W 1. ""11""",Z ŁAWKI,"W ""20""",CZAS
Alen Mustafić,Śląsk,6,0,4,2,9,311
Marcel Zylla,Śląsk,2,0,0,2,7,58
Mateusz Żukowski,Śląsk,27,4,12,15,27,1230
Erik Exposito,Śląsk,33,29,32,1,33,2880
Patryk Klimala,Śląsk,11,2,5,6,11,560
Jakub Lutostański,Śląsk,0,0,0,0,3,0
Patryk Szwedzik,Śląsk,12,0,0,12,20,136
Kenneth Zohore,Śląsk,6,0,1,5,13,86
Jędrzej Grobelny,Warta,25,24,24,1,34,2212
Mateusz Kustosz,Warta,0,0,0,0,3,0
Adrian Lis,Warta,10,9,10,0,31,848
Jakub Bartkowski,Warta,30,21,30,0,31,2577
Filip Borowski,Warta,24,2,8,16,30,933
Jakub Kiełb,Warta,21,2,10,11,23,963
Oskar Krzyżak,Warta,2,0,0,2,12,26
Konrad Matuszewski,Warta,29,15,22,7,30,1983
Mohamed Mezghrani,Warta,12,7,12,0,13,969
Wiktor Pleśnierowicz,Warta,16,10,11,5,18,1083
Kacper Przybyłko,Warta,3,0,0,3,5,32
Patryk Rychlik,Warta,1,0,0,1,6,11
Dimitris Stavropoulos,Warta,25,11,20,5,27,1735
Dawid Szymonowicz,Warta,31,24,29,2,32,2484
Bogdan Tiru,Warta,25,14,19,6,25,1698
Filip Jakubowski,Warta,0,0,0,0,2,0
Michał Kopczyński,Warta,7,0,2,5,20,184
Mateusz Kupczak,Warta,32,24,27,5,32,2512
Miguel Luis,Warta,33,6,31,2,33,2334
Niilo Maenpaa,Warta,24,1,5,19,30,798
Jakub Paszkowski,Warta,4,0,0,4,23,46
Tomas Prikryl,Warta,22,1,14,8,24,1243
Jakub Sangowski,Warta,1,0,0,1,1,12
Szymon Sarbinowski,Warta,0,0,0,0,1,0
Stefan Savić,Warta,29,5,16,13,34,1403
Kajetan Szmyt,Warta,33,20,30,3,33,2608
Filip Tonder,Warta,1,0,0,1,3,1
Jakub Wajman,Warta,1,0,0,1,3,6
Maciej Żurawski,Warta,29,3,19,10,30,1548
Marton Eppel,Warta,21,4,11,10,23,1134
Wiktor Kamiński,Warta,6,0,0,6,16,59
Dario Vizinger,Warta,29,1,13,16,32,1305
Adam Zrelak,Warta,14,3,11,3,14,851
Rafał Gikiewicz,Widzew,14,14,14,0,14,1260
Ivan Krajcirik,Widzew,0,0,0,0,13,0
Jan Krzywański,Widzew,2,2,2,0,9,180
Henrich Ravas,Widzew,18,18,18,0,18,1620
Jakub Szymański II,Widzew,0,0,0,0,14,0
Juan Ibiza,Widzew,20,16,20,0,22,1582
Lirim Kastrati,Widzew,5,1,4,1,11,315
Paweł Kwiatkowski,Widzew,1,0,1,0,9,83
Fabio Nunes,Widzew,33,7,27,6,33,2268
Mato Milos,Widzew,19,11,11,8,21,1113
Luis Silva,Widzew,27,15,20,7,31,1883
Patryk Stępiński,Widzew,9,4,9,0,19,706
Serafin Szota,Widzew,16,14,16,0,21,1393
Paweł Zieliński,Widzew,12,5,8,4,28,784
Mateusz Żyro,Widzew,31,27,27,4,33,2485
Fran Alvarez,Widzew,28,11,26,2,28,2234
Andrejs Ciganiks,Widzew,28,9,13,15,30,1382
Kamil Cybulski,Widzew,8,1,3,5,13,306
Ignacy Dawid,Widzew,5,0,0,5,14,31
Noah Diliberto,Widzew,10,0,5,5,15,346
Marek Hanousek,Widzew,29,24,28,1,29,2387
Kristoffer Hansen,Widzew,0,0,0,0,1,0
Sebastian Kerk,Widzew,7,0,1,6,9,153
Antoni Klimek,Widzew,28,4,20,8,34,1587
Dominik Kun,Widzew,32,6,17,15,34,1671
Bartłomiej Pawłowski,Widzew,28,13,25,3,28,2201
Filip Przybułek,Widzew,4,0,4,0,13,238
Juljan Shehu,Widzew,9,2,5,4,13,525
Ernest Terpiłowski,Widzew,17,1,8,9,24,750
Dawid Tkacz,Widzew,20,1,7,13,28,756
Imad Rondić,Widzew,32,5,10,22,34,1173
Jordi Sanchez,Widzew,31,11,25,6,31,2170
Jasmin Burić,Zagłębie,5,5,5,0,31,450
Sokratis Dioudis,Zagłębie,21,21,21,0,21,1890
Szymon Weirauch,Zagłębie,8,8,8,0,16,720
Mateusz Grzybek,Zagłębie,28,19,23,5,32,2021
Mikkel Kirkeskov,Zagłębie,9,8,8,1,12,769
Bartłomiej Kłudka,Zagłębie,19,12,14,5,32,1288
Bartosz Kopacz,Zagłębie,31,29,31,0,32,2782
Kamil Kruk,Zagłębie,4,1,2,2,8,239
Aleks Ławniczak,Zagłębie,29,29,29,0,30,2610
Luis Mata,Zagłębie,13,10,12,1,28,1056
Michał Nalepa II,Zagłębie,18,15,17,1,32,1466
Igor Orlikowski,Zagłębie,0,0,0,0,6,0
Damjan Bohar,Zagłębie,12,0,5,7,22,401
Serhij Bułeca,Zagłębie,28,3,20,8,33,1428
Kacper Chodyna,Zagłębie,33,19,30,3,33,2543
Damian Dąbrowski,Zagłębie,33,26,33,0,33,2860
Tornike Gaprindaszwili,Zagłębie,4,0,1,3,9,80
Filip Kocaba,Zagłębie,3,0,0,3,7,23
Tomasz Makowski,Zagłębie,33,8,20,13,34,1901
Marek Mróz,Zagłębie,26,1,8,18,33,845
Tomasz Pieńko,Zagłębie,32,0,17,15,33,1696
Marko Poletanović,Zagłębie,25,1,15,10,27,1300
Kacper Terlecki,Zagłębie,0,0,0,0,2,0
Mateusz Wdowiak,Zagłębie,28,2,19,9,28,1731
Arkadiusz Woźniak,Zagłębie,15,0,0,15,31,200
Dawid Kurminowski,Zagłębie,30,8,27,3,30,2303
Patryk Kusztal,Zagłębie,5,0,0,5,13,23
Juan Munoz,Zagłębie,25,1,9,16,30,901
