ZAWODNIK,KLUB,POZYCJA,MECZE w ESA,GOLE w ESA,gole/mecz,MECZE w KLUBIE,GOLE w KLUBIE,gole/mecz w klubie
Wiktor Długosz,Ruch,Pomocnik,56,1,"0,018",11,0,"0,000"
Tomasz Foszmańczyk,Ruch,Pomocnik,56,2,"0,036",15,0,"0,000"
Miłosz Kozak,Ruch,Pomocnik,35,2,"0,057",25,2,"0,080"
Juliusz Letniowski,Ruch,Pomocnik,59,2,"0,034",23,1,"0,043"
Łukasz Moneta,Ruch,Pomocnik,74,4,"0,054",62,4,"0,065"
Jan Sedlak,Ruch,Pomocnik,2,0,"0,000",2,0,"0,000"
Patryk Sikora,Ruch,Pomocnik,19,1,"0,053",19,1,"0,053"
Filip Starzyński,Ruch,Pomocnik,346,72,"0,208",126,21,"0,167"
Adam Vlkanova,Ruch,Pomocnik,12,1,"0,083",12,1,"0,083"
Bartłomiej Barański,Ruch,Napastnik,7,1,"0,143",7,1,"0,143"
Michał Feliks,Ruch,Napastnik,33,6,"0,182",23,5,"0,217"
Mike Huras,Ruch,Napastnik,2,0,"0,000",2,0,"0,000"
Soma Novothny,Ruch,Napastnik,13,4,"0,308",13,4,"0,308"
Artur Pląskowski,Ruch,Napastnik,2,0,"0,000",2,0,"0,000"
Daniel Szczepan,Ruch,Napastnik,46,10,"0,217",31,10,"0,323"
Filip Wilak,Ruch,Napastnik,18,0,"0,000",8,0,"0,000"
Konrad Jałocha,Stal,Bramkarz,33,0,"0,000",1,0,"0,000"
Mateusz Kochalski,Stal,Bramkarz,34,0,"0,000",33,0,"0,000"
Marco Ehmann,Stal,Obrońca,19,0,"0,000",19,0,"0,000"
Bert Esselink,Stal,Obrońca,26,2,"0,077",26,2,"0,077"
Łukasz Gerstenstein,Stal,Obrońca,24,2,"0,083",23,2,"0,087"
Krystian Getinger,Stal,Obrońca,127,7,"0,055",127,7,"0,055"
Alvis Jaunzems,Stal,Obrońca,24,1,"0,042",24,1,"0,042"
Leandro,Stal,Obrońca,139,3,"0,022",20,0,"0,000"
Kamil Pajnowski,Stal,Obrońca,19,0,"0,000",7,0,"0,000"
Maksymilian Pingot,Stal,Obrońca,20,0,"0,000",13,0,"0,000"
Alex Cetnar,Stal,Pomocnik,1,0,"0,000",1,0,"0,000"
Maciej Domański,Stal,Pomocnik,117,14,"0,120",112,14,"0,125"
Ion Gheorghe,Stal,Pomocnik,7,0,"0,000",7,0,"0,000"
Matthew Guillaumier,Stal,Pomocnik,33,2,"0,061",33,2,"0,061"
Koki Hinokio,Stal,Pomocnik,75,5,"0,067",60,5,"0,083"
Mateusz Matras,Stal,Pomocnik,338,21,"0,062",125,7,"0,056"
Rafa Santos,Stal,Pomocnik,13,0,"0,000",13,0,"0,000"
Mateusz Stępień,Stal,Pomocnik,24,0,"0,000",22,0,"0,000"
Igor Strzałek,Stal,Pomocnik,33,1,"0,030",10,0,"0,000"
Piotr Wlazło,Stal,Pomocnik,150,23,"0,153",60,5,"0,083"
Łukasz Wolsztyński,Stal,Pomocnik,91,9,"0,099",12,2,"0,167"
Krzysztof Wołkowicz,Stal,Pomocnik,29,1,"0,034",29,1,"0,034"
Kai Meriluoto,Stal,Napastnik,23,2,"0,087",23,2,"0,087"
Ilja Szkurin,Stal,Napastnik,35,16,"0,457",33,16,"0,485"
Rafał Leszczyński,Śląsk,Bramkarz,56,0,"0,000",53,0,"0,000"
Kacper Trelowski,Śląsk,Bramkarz,14,0,"0,000",1,0,"0,000"
Łukasz Bejger,Śląsk,Obrońca,87,3,"0,034",87,3,"0,034"
Tommaso Guercio,Śląsk,Obrońca,4,0,"0,000",4,0,
Patryk Janasik,Śląsk,Obrońca,85,2,"0,024",85,2,"0,024"
Krzysztof Kurowski,Śląsk,Obrońca,2,0,"0,000",2,0,"0,000"
Martin Konczkowski,Śląsk,Obrońca,319,5,"0,016",45,1,"0,022"
Jehor Macenko,Śląsk,Obrońca,27,3,"0,111",27,3,"0,111"
Aleksander Paluszek,Śląsk,Obrońca,47,4,"0,085",15,1,"0,067"
Aleks Petkow,Śląsk,Obrońca,33,0,"0,000",33,0,"0,000"
Simeon Petrow,Śląsk,Obrońca,12,1,"0,083",12,1,"0,083"
Konrad Poprawa,Śląsk,Obrońca,42,1,"0,024",42,1,"0,024"
Mateusz Stawny,Śląsk,Obrońca,2,0,"0,000",2,0,"0,000"
Burak Ince,Śląsk,Pomocnik,16,2,"0,125",16,2,"0,125"
Jakub Jezierski,Śląsk,Pomocnik,7,0,"0,000",7,0,
Nahuel Leiva,Śląsk,Pomocnik,57,12,"0,211",57,12,"0,211"
Daniel Łukasik,Śląsk,Pomocnik,192,2,"0,010",6,0,"0,000"
Alen Mustafić,Śląsk,Pomocnik,6,0,"0,000",6,0,"0,000"
Patrick Olsen,Śląsk,Pomocnik,68,3,"0,044",68,3,"0,044"
Peter Pokorny,Śląsk,Pomocnik,27,0,"0,000",27,0,"0,000"
Michał Rzuchowski,Śląsk,Pomocnik,65,2,"0,031",39,1,"0,026"
Piotr Samiec-Talar,Śląsk,Pomocnik,70,8,"0,114",70,8,"0,114"
Petr Schwarz,Śląsk,Pomocnik,147,20,"0,136",86,8,"0,093"
Mateusz Żukowski,Śląsk,Pomocnik,74,3,"0,041",27,1,"0,037"
Erik Exposito,Śląsk,Napastnik,152,54,"0,355",152,54,"0,355"
Patryk Klimala,Śląsk,Napastnik,42,8,"0,190",0,0,-
Jakub Lutostański,Śląsk,Napastnik,3,0,"0,000",0,0,-
Patryk Szwedzik,Śląsk,Napastnik,21,1,"0,048",21,1,"0,048"
Jędrzej Grobelny,Warta,Bramkarz,40,0,"0,000",40,0,"0,000"
Adrian Lis,Warta,Bramkarz,89,1,"0,011",89,1,"0,011"
Jakub Bartkowski,Warta,Obrońca,237,7,"0,030",30,0,"0,000"
Filip Borowski,Warta,Obrońca,24,0,"0,000",24,0,"0,000"
Jakub Kiełb,Warta,Obrońca,88,1,"0,011",88,1,"0,011"
Wołodymyr Kostewycz,Warta,Obrońca,100,1,"0,010",0,0,-
Konrad Matuszewski,Warta,Obrońca,85,2,"0,024",85,2,"0,024"
Mohamed Mezghrani,Warta,Obrońca,12,0,"0,000",12,0,"0,000"
Kacper Przybyłko,Warta,Obrońca,3,0,"0,000",3,0,"0,000"
Patryk Rychlik,Warta,Obrońca,1,0,"0,000",1,0,"0,000"
Dimitris Stavropoulos,Warta,Obrońca,56,3,"0,054",56,3,"0,054"
Dawid Szymonowicz,Warta,Obrońca,143,6,"0,042",84,4,"0,048"
Bogdan Tiru,Warta,Obrońca,101,3,"0,030",25,0,"0,000"
Jędrzej Hanuszczak,Warta,Pomocnik,1,0,"0,000",1,0,"0,000"
Michał Kopczyński,Warta,Pomocnik,132,3,"0,023",68,3,"0,044"
Mateusz Kupczak,Warta,Pomocnik,221,10,"0,045",108,8,"0,074"
Miguel Luis,Warta,Pomocnik,76,8,"0,105",75,8,"0,107"
Niilo Maenpaa,Warta,Pomocnik,67,0,"0,000",67,0,"0,000"
Jakub Paszkowski,Warta,Pomocnik,6,0,"0,000",6,0,"0,000"
Tomas Prikryl,Warta,Pomocnik,129,13,"0,101",22,2,"0,091"
Stefan Savić,Warta,Pomocnik,96,10,"0,104",44,5,"0,114"
Kajetan Szmyt,Warta,Pomocnik,76,10,"0,132",76,10,"0,132"
Filip Tonder,Warta,Pomocnik,1,0,"0,000",1,0,"0,000"
Maciej Żurawski,Warta,Pomocnik,112,12,"0,107",75,8,"0,107"
Marton Eppel,Warta,Napastnik,21,2,"0,095",21,2,"0,095"
Dario Vizinger,Warta,Napastnik,29,1,"0,034",29,1,"0,034"
Adam Zrelak,Warta,Napastnik,82,21,"0,256",82,21,"0,256"
Rafał Gikiewicz,Widzew,Bramkarz,57,0,"0,000",14,0,"0,000"
Jan Krzywański,Widzew,Bramkarz,2,0,"0,000",2,0,"0,000"
Juan Ibiza,Widzew,Obrońca,20,1,"0,050",20,1,"0,050"
Lirim Kastrati,Widzew,Obrońca,5,0,"0,000",5,0,"0,000"
Paweł Kwiatkowski,Widzew,Obrońca,1,0,"0,000",1,0,"0,000"
Mato Milos,Widzew,Obrońca,57,1,"0,018",43,1,"0,023"
Fabio Nunes,Widzew,Obrońca,47,2,"0,043",47,2,"0,043"
Luis Silva,Widzew,Obrońca,27,1,"0,037",27,1,"0,037"
Serafin Szota,Widzew,Obrońca,66,1,"0,015",43,0,"0,000"
Paweł Zieliński,Widzew,Obrońca,148,4,"0,027",35,0,"0,000"
Mateusz Żyro,Widzew,Obrońca,122,4,"0,033",61,2,"0,033"
Fran Alvarez,Widzew,Pomocnik,28,6,"0,214",28,6,"0,214"
Andrejs Ciganiks,Widzew,Pomocnik,43,4,"0,093",43,4,"0,093"
Kamil Cybulski,Widzew,Pomocnik,8,0,"0,000",8,0,"0,000"
Ignacy Dawid,Widzew,Pomocnik,6,0,"0,000",6,0,"0,000"
Noah Diliberto,Widzew,Pomocnik,10,1,"0,100",10,1,"0,100"
Marek Hanousek,Widzew,Pomocnik,59,2,"0,034",59,2,"0,034"
Sebastian Kerk,Widzew,Pomocnik,7,0,"0,000",7,0,"0,000"
Antoni Klimek,Widzew,Pomocnik,28,3,"0,107",28,3,"0,107"
Dominik Kun,Widzew,Pomocnik,120,7,"0,058",65,5,"0,077"
Bartłomiej Pawłowski,Widzew,Pomocnik,255,41,"0,161",89,22,"0,247"
Filip Przybułek,Widzew,Pomocnik,4,0,"0,000",4,0,"0,000"
Juljan Shehu,Widzew,Pomocnik,33,0,"0,000",33,0,"0,000"
Dawid Tkacz,Widzew,Pomocnik,22,0,"0,000",20,0,"0,000"
Filip Zawadzki,Widzew,Pomocnik,3,0,"0,000",3,0,"0,000"
Mateusz Kempski,Widzew,Napastnik,1,0,"0,000",1,0,"0,000"
Imad Rondić,Widzew,Napastnik,32,5,"0,156",32,5,"0,156"
Jordi Sanchez,Widzew,Napastnik,60,14,"0,233",60,14,"0,233"
Ernest Terpiłowski,Widzew,Napastnik,53,5,"0,094",42,4,"0,095"
Jasmin Burić,Zagłębie,Bramkarz,168,0,"0,000",11,0,"0,000"
Sokratis Dioudis,Zagłębie,Bramkarz,21,0,"0,000",21,0,"0,000"
Szymon Weirauch,Zagłębie,Bramkarz,8,0,"0,000",8,0,"0,000"
Mateusz Grzybek,Zagłębie,Obrońca,86,5,"0,058",44,1,"0,023"
Bartłomiej Kłudka,Zagłębie,Obrońca,47,1,"0,021",47,1,"0,021"
Bartosz Kopacz,Zagłębie,Obrońca,243,12,"0,049",166,5,"0,030"
Kacper Lepczyński,Zagłębie,Obrońca,4,0,"0,000",4,0,"0,000"
Aleks Ławniczak,Zagłębie,Obrońca,99,5,"0,051",64,4,"0,063"
Luis Mata,Zagłębie,Obrońca,77,0,"0,000",16,0,"0,000"
Michał Nalepa II,Zagłębie,Obrońca,186,12,"0,065",18,0,"0,000"
Damjan Bohar,Zagłębie,Pomocnik,107,29,"0,271",107,29,"0,271"
Serhij Bułeca,Zagłębie,Pomocnik,28,1,"0,036",28,1,"0,036"
Kacper Chodyna,Zagłębie,Pomocnik,123,20,"0,163",123,20,"0,163"
Damian Dąbrowski,Zagłębie,Pomocnik,323,14,"0,043",60,1,"0,017"
Daniel Dudziński,Zagłębie,Pomocnik,8,0,"0,000",8,0,"0,000"
Filip Kocaba,Zagłębie,Pomocnik,6,0,"0,000",6,0,"0,000"
Tomasz Makowski,Zagłębie,Pomocnik,145,5,"0,034",61,3,"0,049"
Marek Mróz,Zagłębie,Pomocnik,26,1,"0,038",26,1,"0,038"
Tomasz Pieńko,Zagłębie,Pomocnik,76,4,"0,053",76,4,"0,053"
Marko Poletanović,Zagłębie,Pomocnik,136,5,"0,037",48,2,"0,042"
Mateusz Wdowiak,Zagłębie,Pomocnik,234,23,"0,098",28,5,"0,179"
Arkadiusz Woźniak,Zagłębie,Pomocnik,195,24,"0,123",195,24,"0,123"
Rafał Adamski,Zagłębie,Napastnik,20,2,"0,100",20,2,"0,100"
Dawid Kurminowski,Zagłębie,Napastnik,44,16,"0,364",44,16,"0,364"
Patryk Kusztal,Zagłębie,Napastnik,8,0,"0,000",8,0,"0,000"
Juan Munoz,Zagłębie,Napastnik,25,4,"0,160",25,4,"0,160"
