ZAWODNIK,KLUB,POZYCJA,MECZE w ESA,GOLE w ESA,gole/mecz,MECZE w KLUBIE,GOLE w KLUBIE,gole/mecz w klubie
Łukasz Gerstenstein,Śląsk,Obrońca,1,0,"0,000",1,0,"0,000"
Daniel Leo Gretarsson,Śląsk,Obrońca,32,1,"0,031",32,1,"0,031"
Patryk Janasik,Śląsk,Obrońca,60,2,"0,033",60,2,"0,033"
Martin Konczkowski,Śląsk,Obrońca,297,4,"0,013",23,0,"0,000"
Mariusz Pawelec,Śląsk,Obrońca,320,2,"0,006",248,2,"0,008"
Konrad Poprawa,Śląsk,Obrońca,42,1,"0,024",42,1,"0,024"
Mateusz Stawny,Śląsk,Obrońca,2,0,"0,000",2,0,"0,000"
Diogo Verdasca,Śląsk,Obrońca,43,1,"0,023",43,1,"0,023"
Karol Borys,Śląsk,Pomocnik,7,0,"0,000",7,0,"0,000"
Dennis Jastrzembski,Śląsk,Pomocnik,43,3,"0,070",43,3,"0,070"
Nahuel Leiva,Śląsk,Pomocnik,29,3,"0,103",29,3,"0,103"
Adrian Łyszczarz,Śląsk,Pomocnik,56,6,"0,107",56,6,"0,107"
Patrick Olsen,Śląsk,Pomocnik,39,3,"0,077",39,3,"0,077"
Michał Rzuchowski,Śląsk,Pomocnik,45,1,"0,022",19,0,"0,000"
Petr Schwarz,Śląsk,Pomocnik,117,17,"0,145",56,5,"0,089"
John Yeboah,Śląsk,Pomocnik,32,10,"0,313",32,10,"0,313"
Marcel Zylla,Śląsk,Pomocnik,33,2,"0,061",33,2,"0,061"
Dawid Bałdyga,Śląsk,Napastnik,1,0,"0,000",1,0,"0,000"
Erik Exposito,Śląsk,Napastnik,119,35,"0,294",119,35,"0,294"
Jakub Lutostański,Śląsk,Napastnik,3,0,"0,000",0,0,-
Caye Quintana,Śląsk,Napastnik,43,2,"0,047",43,2,"0,047"
Piotr Samiec-Talar,Śląsk,Napastnik,39,1,"0,026",39,1,"0,026"
Patryk Szwedzik,Śląsk,Napastnik,9,0,"0,000",9,0,"0,000"
Jędrzej Grobelny,Warta,Bramkarz,15,0,"0,000",15,0,"0,000"
Adrian Lis,Warta,Bramkarz,79,1,"0,013",79,1,"0,013"
Jan Grzesik,Warta,Obrońca,121,11,"0,091",91,10,"0,110"
Robert Ivanov,Warta,Obrońca,84,2,"0,024",84,2,"0,024"
Bartosz Kieliba,Warta,Obrońca,20,1,"0,050",20,1,"0,050"
Jakub Kiełb,Warta,Obrońca,67,1,"0,015",67,1,"0,015"
Wołodymyr Kostewycz,Warta,Obrońca,100,1,"0,010",0,0,-
Kamil Kościelny,Warta,Obrońca,57,3,"0,053",18,0,"0,000"
Konrad Matuszewski,Warta,Obrońca,56,1,"0,018",56,1,"0,018"
Wiktor Pleśnierowicz,Warta,Obrońca,15,0,"0,000",15,0,"0,000"
Dimitris Stavropoulos,Warta,Obrońca,31,2,"0,065",31,2,"0,065"
Dawid Szymonowicz,Warta,Obrońca,112,5,"0,045",53,3,"0,057"
Jędrzej Hanuszczak,Warta,Pomocnik,1,0,"0,000",1,0,"0,000"
Michał Kopczyński,Warta,Pomocnik,125,3,"0,024",61,3,"0,049"
Mateusz Kupczak,Warta,Pomocnik,189,6,"0,032",76,4,"0,053"
Miguel Luis,Warta,Pomocnik,43,6,"0,140",42,6,"0,143"
Niilo Maenpaa,Warta,Pomocnik,43,0,"0,000",43,0,"0,000"
Jakub Paszkowski,Warta,Pomocnik,2,0,"0,000",2,0,"0,000"
Szymon Sarbinowski,Warta,Pomocnik,3,0,"0,000",3,0,"0,000"
Stefan Savić,Warta,Pomocnik,67,8,"0,119",15,3,"0,200"
Miłosz Szczepański,Warta,Pomocnik,67,7,"0,104",41,6,"0,146"
Kajetan Szmyt,Warta,Pomocnik,43,3,"0,070",43,3,"0,070"
Maciej Żurawski,Warta,Pomocnik,83,8,"0,096",46,4,"0,087"
Enis Destan,Warta,Napastnik,21,1,"0,048",21,1,"0,048"
Wiktor Kamiński,Warta,Napastnik,2,0,"0,000",2,0,"0,000"
Adam Zrelak,Warta,Napastnik,68,17,"0,250",68,17,"0,250"
Henrich Ravas,Widzew,Bramkarz,33,0,"0,000",33,0,"0,000"
Jakub Wrąbel,Widzew,Bramkarz,32,0,"0,000",1,0,"0,000"
Bożidar Czorbadżijski,Widzew,Obrońca,53,0,"0,000",11,0,"0,000"
Fabio Nunes,Widzew,Obrońca,14,0,"0,000",14,0,"0,000"
Martin Kreuzriegler,Widzew,Obrońca,30,3,"0,100",30,3,"0,100"
Mato Milos,Widzew,Obrońca,38,1,"0,026",24,1,"0,042"
Patryk Stępiński,Widzew,Obrońca,111,0,"0,000",55,0,"0,000"
Serafin Szota,Widzew,Obrońca,50,1,"0,020",27,0,"0,000"
Paweł Zieliński,Widzew,Obrońca,136,4,"0,029",23,0,"0,000"
Mateusz Żyro,Widzew,Obrońca,91,2,"0,022",30,0,"0,000"
Andrejs Ciganiks,Widzew,Pomocnik,15,1,"0,067",15,1,"0,067"
Ignacy Dawid,Widzew,Pomocnik,1,0,"0,000",1,0,"0,000"
Adam Dębiński,Widzew,Pomocnik,1,0,"0,000",1,0,"0,000"
Marek Hanousek,Widzew,Pomocnik,30,2,"0,067",30,2,"0,067"
Kristoffer Hansen,Widzew,Pomocnik,23,3,"0,130",23,3,"0,130"
Dominik Kun,Widzew,Pomocnik,88,6,"0,068",33,4,"0,121"
Juliusz Letniowski,Widzew,Pomocnik,36,1,"0,028",31,1,"0,032"
Patryk Lipski,Widzew,Pomocnik,186,20,"0,108",23,2,"0,087"
Bartłomiej Pawłowski,Widzew,Pomocnik,227,33,"0,145",61,14,"0,230"
Juljan Shehu,Widzew,Pomocnik,24,0,"0,000",24,0,"0,000"
Jakub Sypek,Widzew,Pomocnik,18,1,"0,056",15,1,"0,067"
Filip Zawadzki,Widzew,Pomocnik,3,0,"0,000",3,0,"0,000"
Mateusz Kempski,Widzew,Napastnik,1,0,"0,000",1,0,"0,000"
Jordi Sanchez,Widzew,Napastnik,29,6,"0,207",29,6,"0,207"
Ernest Terpiłowski,Widzew,Napastnik,36,4,"0,111",25,3,"0,120"
Łukasz Zjawiński,Widzew,Napastnik,47,1,"0,021",19,0,"0,000"
Bartłomiej Gradecki,Wisła P.,Bramkarz,15,0,"0,000",15,0,"0,000"
Krzysztof Kamiński,Wisła P.,Bramkarz,122,0,"0,000",87,0,"0,000"
Adam Chrzanowski,Wisła P.,Obrońca,42,2,"0,048",26,0,"0,000"
Igor Drapiński,Wisła P.,Obrońca,9,0,"0,000",9,0,"0,000"
Steve Kapuadi,Wisła P.,Obrońca,26,0,"0,000",26,0,"0,000"
Aleksander Pawlak,Wisła P.,Obrońca,36,2,"0,056",36,2,"0,056"
Jakub Rzeźniczak,Wisła P.,Obrońca,375,15,"0,040",90,3,"0,033"
Martin Sulek,Wisła P.,Obrońca,20,0,"0,000",20,0,"0,000"
Jakub Szymański,Wisła P.,Obrońca,20,0,"0,000",6,0,"0,000"
Piotr Tomasik,Wisła P.,Obrońca,245,8,"0,033",96,5,"0,052"
Paweł Chrupałła,Wisła P.,Pomocnik,2,0,"0,000",2,0,"0,000"
Radosław Cielemęcki,Wisła P.,Pomocnik,24,1,"0,042",22,1,"0,045"
Dominik Furman,Wisła P.,Pomocnik,267,23,"0,086",197,18,"0,091"
Miroslav Gono,Wisła P.,Pomocnik,4,0,"0,000",4,0,"0,000"
Martin Hasek,Wisła P.,Pomocnik,3,0,"0,000",3,0,"0,000"
Krzysztof Janus,Wisła P.,Pomocnik,114,9,"0,079",0,0,-
Dawid Kocyła,Wisła P.,Pomocnik,82,9,"0,110",69,9,"0,130"
Filip Lesniak,Wisła P.,Pomocnik,81,2,"0,025",81,2,"0,025"
Mateusz Szwoch,Wisła P.,Pomocnik,218,31,"0,142",140,18,"0,129"
Kristian Vallo,Wisła P.,Pomocnik,57,3,"0,053",57,3,"0,053"
Rafał Wolski,Wisła P.,Pomocnik,172,29,"0,169",63,13,"0,206"
Marko Kolar,Wisła P.,Napastnik,84,19,"0,226",53,8,"0,151"
Milan Kvocera,Wisła P.,Napastnik,10,0,"0,000",10,0,"0,000"
Mateusz Lewandowski,Wisła P.,Napastnik,32,3,"0,094",32,3,"0,094"
Łukasz Sekulski,Wisła P.,Napastnik,131,34,"0,260",55,19,"0,345"
Bartosz Śpiączka,Wisła P.,Napastnik,183,43,"0,235",13,2,"0,154"
Tomasz Walczak,Wisła P.,Napastnik,8,0,"0,000",8,0,"0,000"
Damian Warchoł,Wisła P.,Napastnik,39,10,"0,256",38,9,"0,237"
Kacper Bieszczad,Zagłębie,Bramkarz,27,0,"0,000",27,0,"0,000"
Jasmin Burić,Zagłębie,Bramkarz,163,0,"0,000",6,0,"0,000"
Sokratis Dioudis,Zagłębie,Bramkarz,14,0,"0,000",14,0,"0,000"
Mateusz Bartolewski,Zagłębie,Obrońca,47,2,"0,043",47,2,"0,043"
Mateusz Grzybek,Zagłębie,Obrońca,58,4,"0,069",16,0,"0,000"
Jarosław Jach,Zagłębie,Obrońca,114,7,"0,061",80,5,"0,063"
Bartłomiej Kłudka,Zagłębie,Obrońca,28,0,"0,000",28,0,"0,000"
Bartosz Kopacz,Zagłębie,Obrońca,212,10,"0,047",135,3,"0,022"
Kacper Lepczyński,Zagłębie,Obrońca,4,0,"0,000",4,0,"0,000"
Aleks Ławniczak,Zagłębie,Obrońca,70,1,"0,014",35,0,"0,000"
Luis Mata,Zagłębie,Obrońca,64,0,"0,000",3,0,"0,000"
Damian Oko,Zagłębie,Obrońca,38,1,"0,026",38,1,"0,026"
Damjan Bohar,Zagłębie,Pomocnik,95,28,"0,295",95,28,"0,295"
Kacper Chodyna,Zagłębie,Pomocnik,90,13,"0,144",90,13,"0,144"
Tornike Gaprindaszwili,Zagłębie,Pomocnik,23,2,"0,087",23,2,"0,087"
Filip Kocaba,Zagłębie,Pomocnik,3,0,"0,000",3,0,"0,000"
Łukasz Łakomy,Zagłębie,Pomocnik,62,5,"0,081",62,5,"0,081"
Tomasz Makowski,Zagłębie,Pomocnik,112,3,"0,027",28,1,"0,036"
Tomasz Pieńko,Zagłębie,Pomocnik,44,4,"0,091",44,4,"0,091"
Marko Poletanović,Zagłębie,Pomocnik,112,4,"0,036",24,1,"0,042"
Filip Starzyński,Zagłębie,Pomocnik,321,72,"0,224",220,51,"0,232"
Arkadiusz Woźniak,Zagłębie,Pomocnik,180,24,"0,133",180,24,"0,133"
Sasa Zivec,Zagłębie,Pomocnik,178,28,"0,157",76,13,"0,171"
Jakub Żubrowski,Zagłębie,Pomocnik,146,3,"0,021",45,1,"0,022"
Rafał Adamski,Zagłębie,Napastnik,20,2,"0,100",20,2,"0,100"
Cheikhou Dieng,Zagłębie,Napastnik,17,0,"0,000",17,0,"0,000"
Martin Dolezal,Zagłębie,Napastnik,35,6,"0,171",35,6,"0,171"
Dawid Kurminowski,Zagłębie,Napastnik,14,4,"0,286",14,4,"0,286"
Oliwier Sławiński,Zagłębie,Napastnik,3,0,"0,000",3,0,"0,000"
Jakub Świerczok,Zagłębie,Napastnik,96,42,"0,438",26,16,"0,615"
