ZAWODNIK,KLUB,MECZE,PEŁNE,"W 1. ""11""",Z ŁAWKI,"W ""18""",CZAS
Przemysław Szymiński,Wisła P,3,2,3,0,3,225
Dominik Furman,Wisła P,35,25,33,2,35,2883
Jakub Łukowski,Wisła P,15,0,4,11,26,537
Giorgi Merebaszwili,Wisła P,29,17,27,2,29,2282
Konrad Michalak,Wisła P,29,7,20,9,30,1801
Damian Rasak,Wisła P,24,9,13,11,37,1187
Arkadiusz Reca,Wisła P,33,26,30,3,34,2603
Maksymilian Rogalski,Wisła P,2,0,1,1,6,47
Semir Stilić,Wisła P,27,5,19,8,28,1706
Damian Szymański,Wisła P,29,25,28,1,29,2539
Alan Uryga,Wisła P,17,13,13,4,22,1282
Nico Varela,Wisła P,32,9,25,7,35,2162
Piotr Wlazło,Wisła P,2,0,2,0,2,94
Kamil Biliński,Wisła P,18,3,9,9,33,773
Jose Kante,Wisła P,30,14,21,9,30,2055
Mikołaj Lebedyński,Wisła P,4,1,3,1,5,276
Mateusz Piątkowski,Wisła P,13,2,8,5,16,649
Oskar Zawada,Wisła P,9,1,2,7,13,203
Konrad Forenc,Zagłębie,0,0,0,0,20,0
Dominik Hładun,Zagłębie,15,15,15,0,20,1350
Piotr Leciejewski,Zagłębie,1,1,1,0,12,90
Martin Polacek,Zagłębie,21,21,21,0,22,1890
Sasa Balić,Zagłębie,25,19,23,2,30,2053
Alan Czerwiński,Zagłębie,31,28,30,1,37,2692
Maciej Dąbrowski,Zagłębie,6,6,6,0,6,540
Daniel Dziwniel,Zagłębie,9,7,9,0,13,768
Lubomir Guldan,Zagłębie,36,36,36,0,36,3240
Jarosław Jach,Zagłębie,17,15,17,0,18,1461
Dominik Jończy,Zagłębie,0,0,0,0,0,0
Bartosz Kopacz,Zagłębie,31,29,30,1,34,2741
Rafał Pietrzak,Zagłębie,4,4,4,0,5,360
Aleksandar Todorovski,Zagłębie,7,4,5,2,27,444
Jakub Tosik,Zagłębie,18,5,10,8,28,853
Konrad Andrzejczak,Zagłębie,1,0,1,0,2,65
Filip Jagiełło,Zagłębie,32,11,26,6,33,2201
Łukasz Janoszka,Zagłębie,16,3,8,8,28,692
Krzysztof Janus,Zagłębie,7,0,2,5,13,267
Jarosław Kubicki,Zagłębie,26,22,24,2,28,2206
Adam Matuszczyk,Zagłębie,28,22,24,4,29,2232
Kamil Mazek,Zagłębie,5,0,2,3,12,208
Mateusz Matras,Zagłębie,5,0,3,2,5,157
Łukasz Moneta,Zagłębie,7,0,0,7,11,126
Dawid Pakulski,Zagłębie,2,0,0,2,3,5
Bartłomiej Pawłowski,Zagłębie,30,6,19,11,34,1745
Bartosz Slisz,Zagłębie,5,0,3,2,5,230
Filip Starzyński,Zagłębie,24,11,23,1,25,1928
Arkadiusz Woźniak,Zagłębie,28,5,13,15,36,1294
Paweł Żyra,Zagłębie,9,2,4,5,16,433
Adam Buksa,Zagłębie,8,0,0,8,12,134
Jakub Mares,Zagłębie,15,10,14,1,15,1228
Martin Nespor,Zagłębie,4,0,3,1,6,147
Jakub Świerczok,Zagłębie,21,11,19,2,21,1645
Patryk Tuszyński,Zagłębie,22,2,12,10,24,1067
