ZAWODNIK,KLUB,Strzały,G,xG,xG/s,G-xG,non-pen xG,non-pen xG/s,G - xG NON-PEN,KP,AST,xAST,KP-xAST
Ariel Borysiuk,Jagiellonia,9,0,"0,172","0,019","-0,172","0,172","0,019","-0,172",1,0,"0,023","-0,023"
Dmytro Baszłaj,Podbeskidzie,3,0,"0,178","0,059","-0,178","0,178","0,059","-0,178",1,0,"0,038","-0,038"
Benedikt Zech,Pogoń Szczecin,4,0,"0,183","0,046","-0,183","0,183","0,046","-0,183",5,0,"0,346","-0,346"
Tomasz Dejewski,Lech Poznań,2,0,"0,184","0,092","-0,184","0,184","0,092","-0,184",0,0,"0,000","0,000"
Konrad Wrzesiński,Jagiellonia,3,0,"0,185","0,062","-0,185","0,185","0,062","-0,185",2,0,"0,286","-0,286"
Oskar Zawada,Raków Częstochowa,6,1,"1,185","0,197","-0,185","1,185","0,197","-0,185",1,0,"0,203","-0,203"
Ernest Muci,Legia Warszawa,4,0,"0,185","0,046","-0,185","0,185","0,046","-0,185",2,0,"0,182","-0,182"
Bartosz Jaroch,Podbeskidzie,5,0,"0,188","0,038","-0,188","0,188","0,038","-0,188",2,1,"0,199","0,801"
Pettteri Forsell,Stal Mielec,39,1,"1,190","0,031","-0,190","1,190","0,031","-0,190",25,1,"1,537","-0,537"
Ivan Runje,Jagiellonia,4,0,"0,195","0,049","-0,195","0,195","0,049","-0,195",0,0,"0,000","0,000"
Paweł Wszołek,Legia Warszawa,28,3,"3,195","0,114","-0,195","3,195","0,114","-0,195",34,5,"4,039","0,961"
Andreja Prokić,Stal Mielec,16,2,"2,197","0,137","-0,197","2,197","0,137","-0,197",15,0,"0,868","-0,868"
Filip Bainović,Górnik Zabrze,6,0,"0,200","0,033","-0,200","0,200","0,033","-0,200",3,1,"0,387","0,613"
Maciej Bortniczuk,Jagiellonia,3,0,"0,200","0,067","-0,200","0,200","0,067","-0,200",1,0,"0,209","-0,209"
Piotr Samiec-Talar,Śląsk Wrocław,5,0,"0,201","0,040","-0,201","0,201","0,040","-0,201",2,0,"0,229","-0,229"
Damian Pawłowski,Stal Mielec,3,0,"0,205","0,068","-0,205","0,205","0,068","-0,205",1,0,"0,048","-0,048"
Milan Rundić,Podbeskidzie,6,1,"0,956","0,159","0,044","0,206","0,041","-0,206",4,0,"0,119","-0,119"
Hubert Matynia,Pogoń Szczecin,7,0,"0,207","0,030","-0,207","0,207","0,030","-0,207",13,1,"0,647","0,353"
Dariusz Pawłowski,Górnik Zabrze,7,0,"0,218","0,031","-0,218","0,218","0,031","-0,218",4,1,"0,856","0,144"
Luis Rocha,Legia Warszawa,9,0,"0,227","0,025","-0,227","0,227","0,025","-0,227",3,0,"0,213","-0,213"
Łukasz Łakomy,Zagłębie Lubin,4,0,"0,228","0,057","-0,228","0,228","0,057","-0,228",3,0,"0,165","-0,165"
Damir Sadiković,Cracovia,11,0,"0,231","0,021","-0,231","0,231","0,021","-0,231",6,0,"0,193","-0,193"
Dorde Crnomarković,Lech Poznań,5,0,"0,238","0,048","-0,238","0,238","0,048","-0,238",2,0,"0,067","-0,067"
Tymoteusz Puchacz,Lech Poznań,29,1,"1,239","0,043","-0,239","1,239","0,043","-0,239",25,1,"2,608","-1,608"
William Remy,Legia Warszawa,4,0,"0,240","0,060","-0,240","0,240","0,060","-0,240",2,0,"0,226","-0,226"
Piotr Krawczyk,Górnik Zabrze,24,4,"4,241","0,177","-0,241","4,241","0,177","-0,241",8,0,"0,311","-0,311"
Mateusz Bartolewski,Zagłębie Lubin,5,0,"0,249","0,050","-0,249","0,249","0,050","-0,249",4,0,"0,435","-0,435"
Aleks Ławniczak,Warta Poznań,16,1,"1,251","0,078","-0,251","1,251","0,078","-0,251",3,0,"0,279","-0,279"
Jakub Bednarczyk,Zagłębie Lubin,4,0,"0,252","0,063","-0,252","0,252","0,063","-0,252",3,0,"0,384","-0,384"
Kristian Vallo,Wisła Płock,3,0,"0,257","0,086","-0,257","0,257","0,086","-0,257",5,0,"0,262","-0,262"
Adrian Laskowski,Warta Poznań,5,0,"0,259","0,052","-0,259","0,259","0,052","-0,259",6,1,"1,018","-0,018"
Kacper Kostorz,Legia Warszawa,9,1,"1,271","0,141","-0,271","1,271","0,141","-0,271",3,1,"0,774","0,226"
Kamil Kościelny,Stal Mielec,3,0,"0,272","0,091","-0,272","0,272","0,091","-0,272",6,2,"0,744","1,256"
David Mawutor,Wisła Kraków,7,0,"0,280","0,040","-0,280","0,280","0,040","-0,280",3,0,"0,102","-0,102"
Paweł Olszewski,Jagiellonia,6,0,"0,282","0,047","-0,282","0,282","0,047","-0,282",9,2,"2,379","-0,379"
Mateusz Wdowiak,Cracovia/Raków,10,0,"0,285","0,028","-0,285","0,285","0,028","-0,285",4,1,"0,461","0,539"
Wiktor Długosz,Raków Częstochowa,3,0,"0,286","0,095","-0,286","0,286","0,095","-0,286",1,0,"0,209","-0,209"
Alan Czerwiński,Lech Poznań,6,0,"0,287","0,048","-0,287","0,287","0,048","-0,287",29,3,"2,468","0,532"
Aleksander Buksa,Wisła Kraków,3,0,"0,291","0,097","-0,291","0,291","0,097","-0,291",0,0,"0,000","0,000"
Mateusz Hołownia,Legia Warszawa,4,0,"0,292","0,073","-0,292","0,292","0,073","-0,292",3,0,"0,091","-0,091"
Adam Ratajczyk,Zagłębie Lubin,2,0,"0,293","0,147","-0,293","0,293","0,147","-0,293",3,0,"0,183","-0,183"
Mark Tamas,Śląsk Wrocław,5,0,"0,305","0,061","-0,305","0,305","0,061","-0,305",4,0,"0,110","-0,110"
Michał Karbownik,Legia Warszawa,6,0,"0,307","0,051","-0,307","0,307","0,051","-0,307",4,0,"0,248","-0,248"
Jakub Kosecki,Cracovia,9,0,"0,308","0,034","-0,308","0,308","0,034","-0,308",2,0,"0,038","-0,038"
Maciej Wilusz,Raków Częstochowa,5,0,"0,320","0,064","-0,320","0,320","0,064","-0,320",2,1,"0,142","0,858"
Nika Kwekweskiri,Lech Poznań,8,0,"0,324","0,040","-0,324","0,324","0,040","-0,324",11,0,"0,694","-0,694"
Gergo Kocsis,Podbeskidzie,12,0,"0,325","0,027","-0,325","0,325","0,027","-0,325",9,1,"1,144","-0,144"
Daniel Bartl,Raków Częstochowa,5,0,"0,325","0,065","-0,325","0,325","0,065","-0,325",5,1,"0,729","0,271"
Cornel Rapa,Cracovia,13,1,"1,326","0,102","-0,326","1,326","0,102","-0,326",17,1,"1,663","-0,663"
Santeri Hostikka,Pogoń Szczecin,8,0,"0,329","0,041","-0,329","0,329","0,041","-0,329",7,0,"0,402","-0,402"
Łukasz Sierpina,Podbeskidzie,12,0,"1,085","0,090","-1,085","0,335","0,030","-0,335",22,5,"2,250","2,750"
Miroslav Stoch,Zagłębie Lubin,10,0,"0,336","0,034","-0,336","0,336","0,034","-0,336",7,0,"0,336","-0,336"
Paweł Stolarski,Legia Warszawa,8,0,"0,338","0,042","-0,338","0,338","0,042","-0,338",1,0,"0,092","-0,092"
Petar Mamić,Podbeskidzie,7,0,"0,339","0,048","-0,339","0,339","0,048","-0,339",11,2,"0,985","1,015"
Fernan Ferreiroa,Jagiellonia,3,0,"0,339","0,113","-0,339","0,339","0,113","-0,339",4,0,"0,224","-0,224"
Dominik Jończy,Zagłębie Lubin,6,0,"0,343","0,057","-0,343","0,343","0,057","-0,343",1,0,"0,144","-0,144"
Fatos Beciraj,Wisła Kraków,6,0,"0,356","0,059","-0,356","0,356","0,059","-0,356",3,0,"0,195","-0,195"
Rafał Figiel,Podbeskidzie,9,0,"0,356","0,040","-0,356","0,356","0,040","-0,356",5,0,"0,780","-0,780"
Lubomir Satka,Lech Poznań,5,0,"0,359","0,072","-0,359","0,359","0,072","-0,359",10,1,"0,837","0,163"
Jakub Wójcicki,Zagłębie Lubin,2,0,"0,387","0,193","-0,387","0,387","0,193","-0,387",5,0,"0,445","-0,445"
Dawid Szot,Wisła Kraków,12,0,"0,387","0,032","-0,387","0,387","0,032","-0,387",7,1,"0,628","0,372"
Wasyl Kraweć,Lech Poznań,8,0,"0,389","0,049","-0,389","0,389","0,049","-0,389",8,0,"0,657","-0,657"
Hubert Sobol,Lech Poznań,3,0,"0,398","0,133","-0,398","0,398","0,133","-0,398",2,0,"0,138","-0,138"
Jan Biegański,Lechia Gdańsk,14,0,"0,400","0,029","-0,400","0,400","0,029","-0,400",6,2,"0,917","1,083"
Fedor Cernych,Jagiellonia,21,1,"1,408","0,067","-0,408","1,408","0,067","-0,408",12,2,"0,799","1,201"
Michal Siplak,Cracovia,17,2,"2,416","0,142","-0,416","2,416","0,142","-0,416",14,1,"1,321","-0,321"
Domagoj Antolić,Legia Warszawa,5,0,"0,419","0,084","-0,419","0,419","0,084","-0,419",13,0,"0,755","-0,755"
Daniel Pik,Cracovia,7,0,"0,419","0,060","-0,419","0,419","0,060","-0,419",2,0,"0,221","-0,221"
Andre Martins,Legia Warszawa,7,0,"0,420","0,060","-0,420","0,420","0,060","-0,420",28,2,"2,511","-0,511"
Mariusz Rybicki,Warta Poznań,15,1,"1,422","0,095","-0,422","1,422","0,095","-0,422",4,0,"0,575","-0,575"
Karol Danielak,Podbeskidzie,14,1,"1,422","0,102","-0,422","1,422","0,102","-0,422",20,3,"1,643","1,357"
Tomas Huk,Piast Gliwice,4,0,"0,424","0,106","-0,424","0,424","0,106","-0,424",7,0,"0,567","-0,567"
Serhij Miakuszko,Podbeskidzie,14,0,"0,435","0,031","-0,435","0,435","0,031","-0,435",2,0,"0,131","-0,131"
Piotr Tomasik,Wisła Płock,5,0,"0,435","0,087","-0,435","0,435","0,087","-0,435",11,1,"1,199","-0,199"
Piotr Pyrdoł,Wisła Płock,9,0,"0,441","0,049","-0,441","0,441","0,049","-0,441",3,0,"0,707","-0,707"
Kamil Piątkowski,Raków Częstochowa,28,2,"2,452","0,088","-0,452","2,452","0,088","-0,452",10,2,"1,054","0,946"
Maciej Rosołek,Legia Warszawa,6,0,"0,455","0,076","-0,455","0,455","0,076","-0,455",5,1,"0,980","0,020"
Ivan Marquez,Cracovia,8,0,"0,465","0,058","-0,465","0,465","0,058","-0,465",1,0,"0,048","-0,048"
Filip Laskowski,Podbeskidzie,7,0,"0,470","0,067","-0,470","0,470","0,067","-0,470",0,0,"0,000","0,000"
Marco Tulio,Podbeskidzie,10,0,"0,473","0,047","-0,473","0,473","0,047","-0,473",4,1,"0,225","0,775"
Alex Sobczyk,Górnik Zabrze,27,3,"3,475","0,129","-0,475","3,475","0,129","-0,475",14,3,"1,562","1,438"
Marko Poletanović,Raków Częstochowa,10,0,"0,475","0,048","-0,475","0,475","0,048","-0,475",24,1,"1,856","-0,856"
Dawid Abramowicz,Wisła Kraków,4,0,"0,476","0,119","-0,476","0,476","0,119","-0,476",9,2,"1,247","0,753"
Igor Lewczuk,Legia Warszawa,6,0,"0,478","0,080","-0,478","0,478","0,080","-0,478",0,0,"0,000","0,000"
Aleksander Paluszek,Górnik Zabrze,6,0,"0,478","0,080","-0,478","0,478","0,080","-0,478",2,0,"0,184","-0,184"
Omran Haydary,Lechia Gdańsk,16,1,"1,496","0,093","-0,496","1,496","0,093","-0,496",10,1,"0,368","0,632"
Stefan Savić,Wisła Kraków,38,2,"2,505","0,066","-0,505","2,505","0,066","-0,505",39,3,"3,061","-0,061"
Bartosz Kwiecień,Jagiellonia,10,0,"0,512","0,051","-0,512","0,512","0,051","-0,512",4,0,"0,152","-0,152"
Bartosz Rymaniak,Piast Gliwice,4,0,"0,513","0,128","-0,513","0,513","0,128","-0,513",8,0,"0,937","-0,937"
Jewgienij Baszkirow,Zagłębie Lubin,19,1,"1,518","0,080","-0,518","1,518","0,080","-0,518",16,1,"1,044","-0,044"
Bartosz Kapustka,Legia Warszawa,54,3,"3,518","0,065","-0,518","3,518","0,065","-0,518",29,4,"2,399","1,601"
Filip Szymczak,Lech Poznań,6,0,"0,523","0,087","-0,523","0,523","0,087","-0,523",4,0,"0,370","-0,370"
Kacper Kozłowski K,Pogoń Szczecin,23,1,"1,545","0,067","-0,545","1,545","0,067","-0,545",14,3,"1,366","1,634"
Mateusz Szwoch,Wisła Płock,51,6,"6,546","0,128","-0,546","3,546","0,075","-0,546",72,12,"6,075","5,925"
Jakub Holubek,Piast Gliwice,18,0,"0,547","0,030","-0,547","0,547","0,030","-0,547",19,3,"2,152","0,848"
Filip Modelski,Podbeskidzie,16,0,"0,549","0,034","-0,549","0,549","0,034","-0,549",6,0,"0,346","-0,346"
Rafał Makowski,Śląsk Wrocław,6,0,"0,558","0,093","-0,558","0,558","0,093","-0,558",2,0,"0,119","-0,119"
Gieorgij Żukow,Wisła Kraków,16,0,"0,558","0,035","-0,558","0,558","0,035","-0,558",15,4,"0,859","3,141"
Mateusz Żukowski,Lechia Gdańsk,8,0,"0,559","0,070","-0,559","0,559","0,070","-0,559",1,0,"0,016","-0,016"
Albin Granlund,Stal Mielec,7,0,"0,561","0,080","-0,561","0,561","0,080","-0,561",5,1,"1,084","-0,084"
Erik Janza,Górnik Zabrze,15,0,"0,566","0,038","-0,566","0,566","0,038","-0,566",59,3,"5,219","-2,219"
Jakub Bieroński,Podbeskidzie,12,0,"0,567","0,047","-0,567","0,567","0,047","-0,567",4,0,"0,379","-0,379"
Lubambo Musonda,Śląsk Wrocław,14,0,"0,568","0,041","-0,568","0,568","0,041","-0,568",15,0,"1,234","-1,234"
Sebastian Musiolik,Raków Częstochowa,1,0,"0,569","0,569","-0,569","0,569","0,569","-0,569",0,0,"0,000","0,000"
Kristers Tobers,Lechia Gdańsk,4,0,"0,573","0,143","-0,573","0,573","0,143","-0,573",1,0,"0,016","-0,016"
Adam Zrelak,Warta Poznań,6,0,"0,574","0,096","-0,574","0,574","0,096","-0,574",6,0,"0,268","-0,268"
Ivan Fiolić,Cracovia,24,1,"1,578","0,066","-0,578","1,578","0,066","-0,578",24,0,"1,777","-1,777"
Jakub Żubrowski,Zagłębie Lubin,13,0,"0,598","0,046","-0,598","0,598","0,046","-0,598",20,1,"1,806","-0,806"
Patryk Zaucha,Cracovia,7,0,"0,607","0,087","-0,607","0,607","0,087","-0,607",0,0,"0,000","0,000"
Maciej Żurawski,Pogoń Szczecin,14,1,"1,609","0,115","-0,609","1,609","0,115","-0,609",9,4,"0,509","3,491"
Matej Rodin,Cracovia,7,0,"0,622","0,089","-0,622","0,622","0,089","-0,622",3,2,"0,669","1,331"
Przemysław Mystkowski,Jagiellonia,19,1,"1,640","0,086","-0,640","1,640","0,086","-0,640",5,0,"0,381","-0,381"
Jakub Wróbel,Stal Mielec,6,0,"0,677","0,113","-0,677","0,677","0,113","-0,677",2,0,"0,355","-0,355"
Andrzej Niewulis,Raków Częstochowa,13,2,"2,690","0,207","-0,690","2,690","0,207","-0,690",2,0,"0,137","-0,137"
Gerard Badia,Piast Gliwice,15,0,"0,691","0,046","-0,691","0,691","0,046","-0,691",28,5,"2,649","2,351"
Bozidar Czorbadzijski,Stal Mielec,7,0,"0,704","0,101","-0,704","0,704","0,101","-0,704",2,0,"0,042","-0,042"
Jarosław Kubicki,Lechia Gdańsk,24,1,"1,705","0,071","-0,705","1,705","0,071","-0,705",32,2,"1,783","0,217"
Petr Schwarz,Raków Częstochowa,19,4,"3,720","0,196","0,280","0,720","0,048","-0,720",41,2,"4,190","-2,190"
Maciej Domański,Stal Mielec,46,6,"6,474","0,141","-0,474","2,724","0,066","-0,724",32,6,"2,247","3,753"
Jesper Karlstrom,Lech Poznań,13,0,"0,737","0,057","-0,737","0,737","0,057","-0,737",10,0,"0,892","-0,892"
Giorgi Merebaszwili,Wisła Płock,14,0,"0,747","0,053","-0,747","0,747","0,053","-0,747",13,1,"1,528","-0,528"
Mateusz Czyżycki,Warta Poznań,21,0,"0,755","0,036","-0,755","0,755","0,036","-0,755",6,2,"0,749","1,251"
Waldemar Sobota,Śląsk Wrocław,19,1,"1,509","0,079","-0,509","0,759","0,042","-0,759",26,2,"1,933","0,067"
Robert Dadok,Stal Mielec,13,0,"0,802","0,062","-0,802","0,802","0,062","-0,802",9,2,"0,666","1,334"
Damian Dąbrowski,Pogoń Szczecin,21,0,"0,805","0,038","-0,805","0,805","0,038","-0,805",28,2,"1,723","0,277"
Maciej Jankowski,Stal Mielec,14,2,"2,819","0,201","-0,819","2,819","0,201","-0,819",7,0,"0,543","-0,543"
Aleksandyr Kolew,Stal Mielec,31,2,"2,843","0,092","-0,843","2,843","0,092","-0,843",8,0,"0,641","-0,641"
Luquinhas,Legia Warszawa,39,3,"3,844","0,099","-0,844","3,844","0,099","-0,844",41,3,"3,767","-0,767"
Łukasz Poręba,Zagłębie Lubin,19,0,"0,848","0,045","-0,848","0,848","0,045","-0,848",20,2,"1,494","0,506"
Jan Sykora,Lech Poznań,13,0,"0,850","0,065","-0,850","0,850","0,065","-0,850",19,3,"2,447","0,553"
Mateusz Żyro,Stal Mielec,12,0,"0,864","0,072","-0,864","0,864","0,072","-0,864",1,0,"0,136","-0,136"
Jesus Jimenez,Górnik Zabrze,92,12,"11,365","0,124","0,635","6,865","0,080","-0,865",45,3,"4,366","-1,366"
Taras Romanczuk,Jagiellonia,33,2,"2,866","0,087","-0,866","2,866","0,087","-0,866",22,2,"2,041","-0,041"
Paweł Tomczyk,Stal Mielec,12,1,"1,870","0,156","-0,870","1,870","0,156","-0,870",3,0,"0,228","-0,228"
Airam Cabrera,Wisła Płock,6,0,"0,870","0,145","-0,870","0,870","0,145","-0,870",2,0,"0,081","-0,081"
Michał Chrapek,Piast Gliwice,17,1,"1,875","0,110","-0,875","1,875","0,110","-0,875",25,5,"1,774","3,226"
Sasa Zivec,Zagłębie Lubin,18,0,"0,878","0,049","-0,878","0,878","0,049","-0,878",15,2,"1,078","0,922"
Adrian Gryszkiewicz,Górnik Zabrze,10,0,"0,884","0,088","-0,884","0,884","0,088","-0,884",3,0,"0,674","-0,674"
Patryk Kun,Raków Częstochowa,27,1,"1,897","0,070","-0,897","1,897","0,070","-0,897",22,3,"2,733","0,267"
Mariusz Malec,Pogoń Szczecin,8,0,"0,906","0,113","-0,906","0,906","0,113","-0,906",4,0,"0,254","-0,254"
Maciej Gajos,Lechia Gdańsk,33,2,"2,923","0,089","-0,923","2,923","0,089","-0,923",23,3,"2,531","0,469"
Dino Stiglec,Śląsk Wrocław,14,0,"0,960","0,069","-0,960","0,960","0,069","-0,960",29,3,"2,706","0,294"
Zan Medved,Wisła Kraków,10,0,"1,032","0,103","-1,032","1,032","0,103","-1,032",3,1,"0,087","0,913"
Nikola Kuveljić,Wisła Kraków,16,0,"1,036","0,065","-1,036","1,036","0,065","-1,036",3,0,"0,204","-0,204"
Karol Fila,Lechia Gdańsk,19,1,"2,041","0,107","-1,041","2,041","0,107","-1,041",15,0,"2,060","-2,060"
Jakub Arak,Raków Częstochowa,12,1,"2,051","0,171","-1,051","2,051","0,171","-1,051",3,0,"0,292","-0,292"
Peter Wilson,Podbeskidzie,6,0,"1,065","0,178","-1,065","1,065","0,178","-1,065",4,1,"0,772","0,228"
Milan Dimun,Cracovia,15,0,"1,087","0,072","-1,087","1,087","0,072","-1,087",11,1,"0,972","0,028"
Krzysztof Kubica,Górnik Zabrze,22,0,"1,093","0,050","-1,093","1,093","0,050","-1,093",13,0,"0,653","-0,653"
Kenny Saief,Lechia Gdańsk,27,0,"1,109","0,041","-1,109","1,109","0,041","-1,109",15,0,"1,331","-1,331"
Michał Skóraś,Lech Poznań,31,2,"3,117","0,101","-1,117","3,117","0,101","-1,117",17,1,"1,434","-0,434"
Patryk Sokołowski,Piast Gliwice,40,2,"3,129","0,078","-1,129","3,129","0,078","-1,129",17,0,"1,578","-1,578"
Maksymilian Sitek,Podbeskidzie,21,1,"2,154","0,103","-1,154","2,154","0,103","-1,154",7,0,"0,303","-0,303"
Angel Garcia,Wisła Płock,17,0,"1,202","0,071","-1,202","1,202","0,071","-1,202",16,0,"1,184","-1,184"
Michal Frydrych,Wisła Kraków,23,3,"3,704","0,161","-0,704","2,204","0,105","-1,204",7,2,"0,612","1,388"
Dominik Frelek,Podbeskidzie,10,0,"1,232","0,123","-1,232","1,232","0,123","-1,232",4,0,"0,315","-0,315"
Michał Rzuchowski,Podbeskidzie,36,1,"2,238","0,062","-1,238","2,238","0,062","-1,238",17,1,"1,829","-0,829"
Robert Ivanov,Warta Poznań,14,0,"1,249","0,089","-1,249","1,249","0,089","-1,249",7,0,"0,377","-0,377"
Jakub Kałuziński,Lechia Gdańsk,10,0,"1,265","0,126","-1,265","1,265","0,126","-1,265",2,0,"0,120","-0,120"
Kristopher Vida,Piast Gliwice,29,1,"2,268","0,078","-1,268","2,268","0,078","-1,268",17,0,"1,094","-1,094"
Arkadiusz Pyrka,Piast Gliwice,19,0,"1,278","0,067","-1,278","1,278","0,067","-1,278",9,1,"0,992","0,008"
Walerian Gwilia,Legia Warszawa,21,0,"1,281","0,061","-1,281","1,281","0,061","-1,281",23,1,"1,054","-0,054"
Vladislavs Gutkovskis,Raków Częstochowa,43,7,"7,783","0,181","-0,783","6,283","0,153","-1,283",11,1,"1,292","-0,292"
Fran Tudor,Raków Częstochowa,23,1,"2,289","0,100","-1,289","2,289","0,100","-1,289",32,5,"4,326","0,674"
Błażej Augustyn,Jagiellonia,8,0,"1,332","0,166","-1,332","1,332","0,166","-1,332",4,0,"0,151","-0,151"
Artur Jędrzejczyk,Legia Warszawa,7,0,"1,344","0,192","-1,344","1,344","0,192","-1,344",6,1,"0,595","0,405"
Piotr Parzyszek,Piast Gliwice,10,0,"1,348","0,135","-1,348","1,348","0,135","-1,348",2,0,"0,089","-0,089"
Cillian Sheridan,Wisła Płock,12,0,"1,379","0,115","-1,379","1,379","0,115","-1,379",7,1,"0,808","0,192"
Jarosław Jach,Raków Częstochowa,5,0,"1,383","0,277","-1,383","1,383","0,277","-1,383",2,1,"0,353","0,647"
Roman Prochazka,Górnik Zabrze,27,0,"1,420","0,053","-1,420","1,420","0,053","-1,420",13,1,"0,825","0,175"
Jose Kante,Legia Warszawa,12,0,"1,427","0,119","-1,427","1,427","0,119","-1,427",2,0,"0,104","-0,104"
Igor Sapała,Raków Częstochowa,30,0,"1,455","0,048","-1,455","1,455","0,048","-1,455",15,0,"0,919","-0,919"
Damian Zbozień,Wisła Płock,9,0,"1,463","0,163","-1,463","1,463","0,163","-1,463",9,1,"0,775","0,225"
Tomasz Jodłowiec,Piast Gliwice,13,0,"2,225","0,171","-2,225","1,475","0,123","-1,475",12,0,"0,695","-0,695"
Robert Pich,Śląsk Wrocław,62,7,"7,976","0,129","-0,976","6,476","0,108","-1,476",30,2,"1,431","0,569"
Marcos Alvarez,Cracovia,34,2,"3,230","0,095","-1,230","2,480","0,075","-1,480",25,3,"2,275","0,725"
Mateusz Praszelik,Śląsk Wrocław,37,1,"2,588","0,070","-1,588","2,588","0,070","-1,588",31,5,"3,050","1,950"
Michał Żyro,Piast Gliwice,36,4,"5,839","0,162","-1,839","3,589","0,109","-1,589",11,4,"2,020","1,980"
Mateusz Matras,Stal Mielec,19,1,"2,628","0,138","-1,628","2,628","0,138","-1,628",21,1,"1,930","-0,930"
Łukasz Zjawiński,Stal Mielec,12,1,"2,653","0,221","-1,653","2,653","0,221","-1,653",5,0,"1,040","-1,040"
Pelle van Amersfoort,Cracovia,40,6,"7,655","0,191","-1,655","4,655","0,129","-1,655",49,4,"4,691","-0,691"
Samuel Mraz,Zagłębie Lubin,24,2,"3,716","0,155","-1,716","3,716","0,155","-1,716",10,1,"0,952","0,048"
Giannis Massouras,Górnik Zabrze,34,0,"1,821","0,054","-1,821","1,821","0,054","-1,821",20,1,"1,655","-0,655"
Rivaldinho,Cracovia,26,1,"2,922","0,112","-1,922","2,922","0,112","-1,922",11,1,"0,559","0,441"
Dejan Drazić,Zagłębie Lubin,22,1,"2,717","0,123","-1,717","1,967","0,094","-1,967",18,3,"2,015","0,985"
Kamil Drygas,Pogoń Szczecin,36,3,"4,379","0,122","-1,379","2,129","0,065","-2,129",19,1,"2,201","-1,201"
Jakub Kamiński,Lech Poznań,38,1,"3,178","0,084","-2,178","3,178","0,084","-2,178",31,2,"2,544","-0,544"
Luka Zahović,Pogoń Szczecin,28,2,"4,385","0,157","-2,385","4,385","0,157","-2,385",19,3,"1,209","1,791"
Richmond Boakye,Górnik Zabrze,27,0,"2,675","0,099","-2,675","2,675","0,099","-2,675",9,0,"0,581","-0,581"
Sebastian Kowalczyk,Pogoń Szczecin,39,3,"5,267","0,135","-2,267","3,767","0,102","-2,767",20,0,"1,403","-1,403"
