ZAWODNIK,KLUB,POZYCJA,MECZE w ESA,GOLE w ESA,gole/mecz,MECZE w KLUBIE,GOLE w KLUBIE,gole/mecz w klubie
Władysław Koczerhin,Raków,Pomocnik,3,0,"0,000",3,0,"0,000"
Patryk Kun,Raków,Pomocnik,108,4,"0,037",80,2,"0,025"
Ben Lederman,Raków,Pomocnik,42,1,"0,024",42,1,"0,024"
Giannis Papanikolaou,Raków,Pomocnik,33,1,"0,030",33,1,"0,030"
Igor Sapała,Raków,Pomocnik,71,3,"0,042",67,2,"0,030"
Deian Sorescu,Raków,Pomocnik,9,1,"0,111",9,1,"0,111"
Fabio Sturgeon,Raków,Pomocnik,23,1,"0,043",23,1,"0,043"
Fran Tudor,Raków,Pomocnik,76,4,"0,053",76,4,"0,053"
Mateusz Wdowiak,Raków,Pomocnik,175,15,"0,086",42,8,"0,190"
Jakub Arak,Raków,Napastnik,98,6,"0,061",30,1,"0,033"
Vladislavs Gutkovskis,Raków,Napastnik,116,28,"0,241",58,17,"0,293"
Ivi Lopez,Raków,Napastnik,58,29,"0,500",58,29,"0,500"
Sebastian Musiolik,Raków,Napastnik,73,9,"0,123",68,9,"0,132"
Ilja Szkurin,Raków,Napastnik,2,0,"0,000",2,0,"0,000"
Bartosz Mrozek,Stal,Bramkarz,2,0,"0,000",2,0,"0,000"
Rafał Strączek,Stal,Bramkarz,51,0,"0,000",51,0,"0,000"
Damian Primel,Stal,Bramkarz,4,0,"0,000",4,0,"0,000"
Bożidar Czorbadżijski,Stal,Obrońca,42,0,"0,000",42,0,"0,000"
Marcin Flis,Stal,Obrońca,71,4,"0,056",55,4,"0,073"
Krystian Getinger,Stal,Obrońca,60,4,"0,067",60,4,"0,067"
Albin Granlund,Stal,Obrońca,29,0,"0,000",29,0,"0,000"
Arkadiusz Kasperkiewicz,Stal,Obrońca,18,1,"0,056",13,1,"0,077"
Jakub Wawszczyk,Stal,Obrońca,17,0,"0,000",3,0,"0,000"
Mateusz Żyro,Stal,Obrońca,61,2,"0,033",52,2,"0,038"
Marcin Budziński,Stal,Pomocnik,223,24,"0,108",7,0,"0,000"
Maciej Domański,Stal,Pomocnik,50,7,"0,140",45,7,"0,156"
Wiktor Kłos,Stal,Pomocnik,16,0,"0,000",16,0,"0,000"
Dawid Kort,Stal,Pomocnik,92,11,"0,120",13,0,"0,000"
Przemysław Maj,Stal,Pomocnik,5,0,"0,000",5,0,"0,000"
Mateusz Mak,Stal,Pomocnik,136,25,"0,184",45,11,"0,244"
Mateusz Matras,Stal,Pomocnik,274,16,"0,058",61,2,"0,033"
David Poreba,Stal,Pomocnik,1,0,"0,000",1,0,"0,000"
Maksymilian Sitek,Stal,Pomocnik,51,4,"0,078",33,3,"0,091"
Grzegorz Tomasiewicz,Stal,Pomocnik,62,11,"0,177",62,11,"0,177"
Maciej Urbańczyk,Stal,Pomocnik,85,1,"0,012",39,0,"0,000"
Konrad Wrzesiński,Stal,Pomocnik,48,4,"0,083",18,1,"0,056"
Michael Wyparło,Stal,Pomocnik,1,0,"0,000",1,0,"0,000"
Dominik Steczyk,Stal,Napastnik,67,5,"0,075",11,1,"0,091"
Adrian Szczutowski,Stal,Napastnik,10,0,"0,000",10,0,"0,000"
Oskar Zawada,Stal,Napastnik,68,11,"0,162",10,3,"0,300"
Matus Putnocky,Śląsk,Bramkarz,184,0,"0,000",65,0,"0,000"
Michał Szromnik,Śląsk,Bramkarz,36,0,"0,000",36,0,"0,000"
Łukasz Bejger,Śląsk,Obrońca,34,0,"0,000",34,0,"0,000"
Adrian Bukowski,Śląsk,Obrońca,2,0,"0,000",2,0,"0,000"
Victor Garcia,Śląsk,Obrońca,24,1,"0,042",24,1,"0,042"
Wojciech Golla,Śląsk,Obrońca,177,5,"0,028",93,3,"0,032"
Daniel Leo Gretarsson,Śląsk,Obrońca,4,0,"0,000",4,0,"0,000"
Jakub Iskra,Śląsk,Obrońca,8,0,"0,000",8,0,"0,000"
Konrad Poprawa,Śląsk,Obrońca,13,1,"0,077",13,1,"0,077"
Dino Stiglec,Śląsk,Obrońca,82,5,"0,061",82,5,"0,061"
Mark Tamas,Śląsk,Obrońca,47,1,"0,021",47,1,"0,021"
Diogo Verdasca,Śląsk,Obrońca,22,1,"0,045",22,1,"0,045"
Przemysław Bargiel,Śląsk,Pomocnik,8,0,"0,000",3,0,"0,000"
Karol Borys,Śląsk,Pomocnik,1,0,"0,000",1,0,"0,000"
Filip Gryglak,Śląsk,Pomocnik,1,0,"0,000",1,0,"0,000"
Javier Ajenjo Hyjek,Śląsk,Pomocnik,3,0,"0,000",2,0,"0,000"
Patryk Janasik,Śląsk,Pomocnik,41,2,"0,049",41,2,"0,049"
Dennis Jastrzembski,Śląsk,Pomocnik,15,1,"0,067",15,1,"0,067"
Szymon Lewkot,Śląsk,Pomocnik,28,1,"0,036",28,1,"0,036"
Adrian Łyszczarz,Śląsk,Pomocnik,38,5,"0,132",38,5,"0,132"
Krzysztof Mączyński,Śląsk,Pomocnik,258,13,"0,050",92,6,"0,065"
Patrick Olsen,Śląsk,Pomocnik,12,0,"0,000",12,0,"0,000"
Robert Pich,Śląsk,Pomocnik,253,52,"0,206",253,52,"0,206"
Kacper Radkowski,Śląsk,Pomocnik,2,0,"0,000",2,0,"0,000"
Petr Schwarz,Śląsk,Pomocnik,92,14,"0,152",31,2,"0,065"
Waldemar Sobota,Śląsk,Pomocnik,137,10,"0,073",137,10,"0,073"
Marcel Zylla,Śląsk,Pomocnik,31,2,"0,065",31,2,"0,065"
Sebastian Bergier,Śląsk,Napastnik,24,0,"0,000",24,0,"0,000"
Erik Exposito,Śląsk,Napastnik,90,28,"0,311",90,28,"0,311"
Fabian Piasecki,Śląsk,Napastnik,91,12,"0,132",45,7,"0,156"
Caye Quintana,Śląsk,Napastnik,25,2,"0,080",25,2,"0,080"
Jędrzej Grobelny,Warta,Bramkarz,9,0,"0,000",9,0,"0,000"
Adrian Lis,Warta,Bramkarz,50,1,"0,020",50,1,"0,020"
Jordan Courtney-Perkins,Warta,Obrońca,7,0,"0,000",5,0,"0,000"
Jan Grzesik,Warta,Obrońca,91,8,"0,088",61,7,"0,115"
Robert Ivanov,Warta,Obrońca,53,1,"0,019",53,1,"0,019"
Bartosz Kieliba,Warta,Obrońca,18,1,"0,056",18,1,"0,056"
Jakub Kiełb,Warta,Obrońca,48,1,"0,021",48,1,"0,021"
Konrad Matuszewski,Warta,Obrońca,25,1,"0,040",25,1,"0,040"
Aleksandr Pawłowiec,Warta,Obrońca,4,0,"0,000",4,0,"0,000"
Dawid Szymonowicz,Warta,Obrońca,79,4,"0,051",20,2,"0,100"
Frank Castaneda,Warta,Pomocnik,13,4,"0,308",13,4,"0,308"
Milan Corryn,Warta,Pomocnik,21,2,"0,095",21,2,"0,095"
Michał Jakóbowski,Warta,Pomocnik,41,2,"0,049",38,2,"0,053"
Michał Kopczyński,Warta,Pomocnik,97,2,"0,021",33,2,"0,061"
Mateusz Kupczak,Warta,Pomocnik,170,6,"0,035",57,4,"0,070"
Miguel Luis,Warta,Pomocnik,15,3,"0,200",14,3,"0,214"
Niilo Maenpaa,Warta,Pomocnik,12,0,"0,000",12,0,"0,000"
Jayson Papeau,Warta,Pomocnik,26,0,"0,000",26,0,"0,000"
Mikołaj Rakowski,Warta,Pomocnik,1,0,"0,000",1,0,"0,000"
Jakub Sangowski,Warta,Pomocnik,6,0,"0,000",6,0,"0,000"
Mateusz Sopoćko,Warta,Pomocnik,13,0,"0,000",4,0,"0,000"
Daniel Szelągowski,Warta,Pomocnik,41,3,"0,073",5,0,"0,000"
Miłosz Szczepański,Warta,Pomocnik,39,3,"0,077",13,2,"0,154"
Marcin Szeibe,Warta,Pomocnik,1,0,"0,000",1,0,"0,000"
Kajetan Szmyt,Warta,Pomocnik,12,0,"0,000",12,0,"0,000"
Łukasz Trałka,Warta,Pomocnik,431,28,"0,065",60,4,"0,067"
Adam Zrelak,Warta,Napastnik,37,9,"0,243",37,9,"0,243"
Mikołaj Biegański,Wisła K.,Bramkarz,19,0,"0,000",19,0,"0,000"
Paweł Kieszek,Wisła K.,Bramkarz,39,0,"0,000",39,0,"0,000"
Joseph Colley,Wisła K.,Obrońca,11,0,"0,000",11,0,"0,000"
Michal Frydrych,Wisła K.,Obrońca,55,7,"0,127",55,7,"0,127"
Konrad Gruszkowski,Wisła K.,Obrońca,37,2,"0,054",37,2,"0,054"
Matej Hanousek,Wisła K.,Obrońca,31,0,"0,000",31,0,"0,000"
Sebastian Ring,Wisła K.,Obrońca,6,1,"0,167",6,1,"0,167"
Maciej Sadlok,Wisła K.,Obrońca,340,8,"0,024",232,7,"0,030"
Dawid Szot,Wisła K.,Obrońca,39,0,"0,000",39,0,"0,000"
Serafin Szota,Wisła K.,Obrońca,23,1,"0,043",23,1,"0,043"
Alan Uryga,Wisła K.,Obrońca,213,16,"0,075",97,1,"0,010"
Jakub Błaszczykowski,Wisła K.,Pomocnik,99,19,"0,192",99,19,"0,192"
Momo Cisse,Wisła K.,Pomocnik,8,0,"0,000",8,0,"0,000"
Heorhij Citaiszwili,Wisła K.,Pomocnik,7,1,"0,143",7,1,"0,143"
Enis Fazlagić,Wisła K.,Pomocnik,13,0,"0,000",13,0,"0,000"
Luis Fernandez,Wisła K.,Pomocnik,9,3,"0,333",9,3,"0,333"
Dor Hugi,Wisła K.,Pomocnik,28,1,"0,036",28,1,"0,036"
Nikola Kuveljić,Wisła K.,Pomocnik,41,1,"0,024",41,1,"0,024"
Mateusz Młyński,Wisła K.,Pomocnik,62,4,"0,065",23,1,"0,043"
Patryk Plewka,Wisła K.,Pomocnik,52,1,"0,019",52,1,"0,019"
Marko Poletanović,Wisła K.,Pomocnik,88,3,"0,034",10,0,"0,000"
Stefan Savić,Wisła K.,Pomocnik,52,5,"0,096",52,5,"0,096"
Michal Skvarka,Wisła K.,Pomocnik,28,2,"0,071",28,2,"0,071"
Piotr Starzyński,Wisła K.,Pomocnik,33,1,"0,030",33,1,"0,030"
Gieorgij Żukow,Wisła K.,Pomocnik,56,1,"0,018",56,1,"0,018"
Jan Kliment,Wisła K.,Napastnik,22,2,"0,091",22,2,"0,091"
Elvis Manu,Wisła K.,Napastnik,11,2,"0,182",11,2,"0,182"
Zdenek Ondrasek,Wisła K.,Napastnik,80,22,"0,275",80,22,"0,275"
Krzysztof Kamiński,Wisła P.,Bramkarz,102,0,"0,000",67,0,"0,000"
Damian Węglarz,Wisła P.,Bramkarz,37,0,"0,000",2,0,"0,000"
Marcel Błachewicz,Wisła P.,Obrońca,7,0,"0,000",7,0,"0,000"
Adam Chrzanowski,Wisła P.,Obrońca,25,2,"0,080",9,0,"0,000"
Igor Drapiński,Wisła P.,Obrońca,2,0,"0,000",2,0,"0,000"
Anton Krywociuk,Wisła P.,Obrońca,16,2,"0,125",16,2,"0,125"
Damian Michalski,Wisła P.,Obrońca,71,7,"0,099",71,7,"0,099"
Milan Obradović,Wisła P.,Obrońca,9,0,"0,000",9,0,"0,000"
Jakub Rzeźniczak,Wisła P.,Obrońca,350,15,"0,043",65,3,"0,046"
Kristian Vallo,Wisła P.,Obrońca,35,1,"0,029",35,1,"0,029"
Damian Zbozień,Wisła P.,Obrońca,238,15,"0,063",31,0,"0,000"
Radosław Cielemęcki,Wisła P.,Pomocnik,19,1,"0,053",17,1,"0,059"
Dominik Furman,Wisła P.,Pomocnik,234,23,"0,098",164,18,"0,110"
Fryderyk Gerbowski,Wisła P.,Pomocnik,18,0,"0,000",18,0,"0,000"
Jorginho,Wisła P.,Pomocnik,22,1,"0,045",22,1,"0,045"
Dusan Lagator,Wisła P.,Pomocnik,48,4,"0,083",48,4,"0,083"
Filip Lesniak,Wisła P.,Pomocnik,52,2,"0,038",52,2,"0,038"
Aleksander Pawlak,Wisła P.,Pomocnik,13,1,"0,077",13,1,"0,077"
Damian Rasak,Wisła P.,Pomocnik,136,6,"0,044",136,6,"0,044"
Mateusz Szwoch,Wisła P.,Pomocnik,190,29,"0,153",112,16,"0,143"
Piotr Tomasik,Wisła P.,Pomocnik,218,8,"0,037",69,5,"0,072"
Rafał Wolski,Wisła P.,Pomocnik,142,22,"0,155",33,6,"0,182"
Bartosz Zynek,Wisła P.,Pomocnik,4,0,"0,000",4,0,"0,000"
Marko Kolar,Wisła P.,Napastnik,58,15,"0,259",27,4,"0,148"
Łukasz Sekulski,Wisła P.,Napastnik,104,28,"0,269",28,13,"0,464"
Patryk Tuszyński,Wisła P.,Napastnik,209,44,"0,211",46,6,"0,130"
Tomasz Walczak,Wisła P.,Napastnik,5,0,"0,000",5,0,"0,000"
Damian Warchoł,Wisła P.,Napastnik,19,7,"0,368",18,6,"0,333"
Kacper Bieszczad,Zagłębie,Bramkarz,12,0,"0,000",12,0,"0,000"
Jasmin Burić,Zagłębie,Bramkarz,158,0,"0,000",1,0,"0,000"
Dominik Hładun,Zagłębie,Bramkarz,109,0,"0,000",109,0,"0,000"
Sasa Balić,Zagłębie,Obrońca,130,6,"0,046",130,6,"0,046"
Mateusz Bartolewski,Zagłębie,Obrońca,36,2,"0,056",36,2,"0,056"
Jhon Chancellor,Zagłębie,Obrońca,7,0,"0,000",7,0,"0,000"
Kacper Chodyna,Zagłębie,Obrońca,57,6,"0,105",57,6,"0,105"
Bartłomiej Kłudka,Zagłębie,Obrońca,7,0,"0,000",7,0,"0,000"
Bartosz Kopacz,Zagłębie,Obrońca,184,9,"0,049",107,2,"0,019"
Kamil Kruk,Zagłębie,Obrońca,27,3,"0,111",27,3,"0,111"
Kacper Lepczyński,Zagłębie,Obrońca,4,0,"0,000",4,0,"0,000"
Aleks Ławniczak,Zagłębie,Obrońca,43,1,"0,023",8,0,"0,000"
Damian Oko,Zagłębie,Obrońca,38,1,"0,026",38,1,"0,026"
Jakub Wójcicki,Zagłębie,Obrońca,238,7,"0,029",27,0,"0,000"
Erik Daniel,Zagłębie,Pomocnik,31,3,"0,097",31,3,"0,097"
Daniel Dudziński,Zagłębie,Pomocnik,8,0,"0,000",8,0,"0,000"
Koki Hinokio,Zagłębie,Pomocnik,21,1,"0,048",7,0,"0,000"
Łukasz Łakomy,Zagłębie,Pomocnik,28,1,"0,036",28,1,"0,036"
Kacper Masiak,Zagłębie,Pomocnik,1,0,"0,000",1,0,"0,000"
Dawid Pakulski,Zagłębie,Pomocnik,38,2,"0,053",38,2,"0,053"
Tomasz Pieńko,Zagłębie,Pomocnik,13,1,"0,077",13,1,"0,077"
Łukasz Poręba,Zagłębie,Pomocnik,88,4,"0,045",88,4,"0,045"
Adam Ratajczyk,Zagłębie,Pomocnik,43,1,"0,023",25,0,"0,000"
Aleksandar Scekić,Zagłębie,Pomocnik,11,0,"0,000",11,0,"0,000"
Filip Starzyński,Zagłębie,Pomocnik,289,71,"0,246",188,50,"0,266"
Sasa Zivec,Zagłębie,Pomocnik,164,26,"0,159",62,11,"0,177"
Jakub Żubrowski,Zagłębie,Pomocnik,144,3,"0,021",43,1,"0,023"
Rafał Adamski,Zagłębie,Napastnik,1,0,"0,000",1,0,"0,000"
Cheikhou Dieng,Zagłębie,Napastnik,11,0,"0,000",11,0,"0,000"
Martin Dolezal,Zagłębie,Napastnik,15,4,"0,267",15,4,"0,267"
Patryk Kusztal,Zagłębie,Napastnik,3,0,"0,000",3,0,"0,000"
Karol Podliński,Zagłębie,Napastnik,32,2,"0,063",32,2,"0,063"
Oliwier Sławiński,Zagłębie,Napastnik,3,0,"0,000",3,0,"0,000"
Patryk Szysz,Zagłębie,Napastnik,100,23,"0,230",100,23,"0,230"
