ZAWODNIK,KLUB,Strzały,G,xG,xG/s,G-xG,non-pen xG,non-pen xG/s,G - xG NON-PEN,KP,AST,xAST,KP-xAST
Michał Goliński,Górnik Łęczna,1,0,"0,034","0,034","-0,034","0,034","0,034","-0,034",5,0,"0,359","-0,359"
Mateusz Matras,Stal Mielec,14,1,"1,037","0,074","-0,037","1,037","0,074","-0,037",12,2,"1,568","0,432"
Krzysztof Toporkiewicz,Jagiellonia,1,0,"0,038","0,038","-0,038","0,038","0,038","-0,038",1,0,"0,100","-0,100"
Michał Orzechowski,Bruk-Bet,1,0,"0,038","0,038","-0,038","0,038","0,038","-0,038",0,0,"0,000","0,000"
Filip Bainović,Górnik Zabrze,2,0,"0,042","0,021","-0,042","0,042","0,021","-0,042",5,0,"0,509","-0,509"
Kacper Michalski,Górnik Zabrze,1,0,"0,042","0,042","-0,042","0,042","0,042","-0,042",0,0,"0,000","0,000"
Rhuan,Radomiak Radom,1,0,"0,042","0,042","-0,042","0,042","0,042","-0,042",0,0,"0,000","0,000"
Mateusz Kupczak,Warta Poznań,23,1,"1,799","0,078","-0,799","1,049","0,048","-0,049",11,2,"0,811","1,189"
Patryk Kusztal,Zagłębie Lubin,2,0,"0,049","0,025","-0,049","0,049","0,025","-0,049",1,0,"0,046","-0,046"
Bartosz Zynek,Wisła Płock,1,0,"0,050","0,050","-0,050","0,050","0,050","-0,050",1,0,"0,149","-0,149"
Milan Obradović,Wisła Płock,1,0,"0,052","0,052","-0,052","0,052","0,052","-0,052",1,0,"0,289","-0,289"
Mariusz Fornalczyk,Pogoń Szczecin,12,1,"1,053","0,088","-0,053","1,053","0,088","-0,053",7,1,"0,577","0,423"
Daniel Dudziński,Zagłębie Lubin,2,0,"0,057","0,029","-0,057","0,057","0,029","-0,057",5,0,"0,354","-0,354"
Adrian Dziedzic,Górnik Zabrze,3,0,"0,059","0,020","-0,059","0,059","0,020","-0,059",5,1,"0,129","0,871"
Jakub Szymański,Górnik Zabrze,1,0,"0,059","0,059","-0,059","0,059","0,059","-0,059",0,0,"0,000","0,000"
Yuri Ribeiro,Legia Warszawa,2,0,"0,062","0,031","-0,062","0,062","0,031","-0,062",9,1,"0,855","0,145"
Egzon Kryeziu,Lechia Gdańsk,3,0,"0,062","0,021","-0,062","0,062","0,021","-0,062",3,0,"0,073","-0,073"
Jakub Sangowski,Warta Poznań,2,0,"0,064","0,032","-0,064","0,064","0,032","-0,064",1,0,"0,181","-0,181"
Patryk Zaucha,Cracovia,3,0,"0,065","0,022","-0,065","0,065","0,022","-0,065",3,0,"0,075","-0,075"
Luis Rocha,Cracovia,1,0,"0,068","0,068","-0,068","0,068","0,068","-0,068",3,1,"0,127","0,873"
Jo Santos,Radomiak Radom,2,0,"0,068","0,034","-0,068","0,068","0,034","-0,068",0,0,"0,000","0,000"
Javier Ajenjo Hyjek,Śląsk Wrocław,2,0,"0,068","0,034","-0,068","0,068","0,034","-0,068",1,0,"0,068","-0,068"
Gerson,Górnik Łęczna,2,0,"0,069","0,034","-0,069","0,069","0,034","-0,069",0,0,"0,000","0,000"
Niilo Maenpaa,Warta Poznań,3,0,"0,069","0,023","-0,069","0,069","0,023","-0,069",4,0,"0,098","-0,098"
Lubomir Satka,Lech Poznań,5,1,"1,070","0,214","-0,070","1,070","0,214","-0,070",10,2,"0,884","1,116"
Bozidar Czorbadżijski,Stal Mielec,5,1,"1,071","0,214","-0,071","1,071","0,214","-0,071",1,0,"0,016","-0,016"
Sasa Zivec,Zagłębie Lubin,22,2,"2,072","0,094","-0,072","2,072","0,094","-0,072",8,0,"0,697","-0,697"
Thiago,Cracovia,2,0,"0,072","0,036","-0,072","0,072","0,036","-0,072",2,0,"0,263","-0,263"
Bartosz Kapustka,Legia Warszawa,2,0,"0,075","0,037","-0,075","0,075","0,037","-0,075",0,0,"0,000","0,000"
Paweł Baranowski,Górnik Łęczna,1,0,"0,076","0,076","-0,076","0,076","0,076","-0,076",0,0,"0,000","0,000"
Adrian Szczutowski,Stal Mielec,1,0,"0,076","0,076","-0,076","0,076","0,076","-0,076",0,0,"0,000","0,000"
Bartłomiej Kalinkowski,Górnik Łęczna,3,0,"0,078","0,026","-0,078","0,078","0,026","-0,078",5,0,"0,399","-0,399"
Michal Bezpalec,Bruk-Bet,4,0,"0,081","0,020","-0,081","0,081","0,020","-0,081",2,0,"0,155","-0,155"
Jonathan de Amo,Stal/Górnik Ł,10,1,"1,083","0,108","-0,083","1,083","0,108","-0,083",3,0,"0,641","-0,641"
Oliwier Sławiński,Zagłębie Lubin,2,0,"0,084","0,042","-0,084","0,084","0,042","-0,084",0,0,"0,000","0,000"
Daniel Łukasik,Radomiak Radom,5,0,"0,087","0,017","-0,087","0,087","0,017","-0,087",12,1,"0,822","0,178"
Kamil Pajnowski,Górnik Łęczna,1,0,"0,089","0,089","-0,089","0,089","0,089","-0,089",0,0,"0,000","0,000"
Jakub Iskra,Śląsk Wrocław,2,0,"0,091","0,046","-0,091","0,091","0,046","-0,091",4,0,"0,405","-0,405"
Adam Chrzanowski,Wisła Płock,1,0,"0,092","0,092","-0,092","0,092","0,092","-0,092",0,0,"0,000","0,000"
Lirim Kastrati,Legia Warszawa,2,0,"0,093","0,047","-0,093","0,093","0,047","-0,093",9,0,"1,183","-1,183"
Andrij Dombrowśkyj,Bruk-Bet,1,0,"0,098","0,098","-0,098","0,098","0,098","-0,098",5,1,"0,376","0,624"
Ruben Lobato,Górnik Łęczna,2,0,"0,099","0,050","-0,099","0,099","0,050","-0,099",0,0,"0,000","0,000"
Norbert Wojtuszek,Górnik Zabrze,1,0,"0,105","0,105","-0,105","0,105","0,105","-0,105",2,0,"0,047","-0,047"
Kacper Kostorz,Legia Warszawa,4,0,"0,109","0,027","-0,109","0,109","0,027","-0,109",2,0,"0,126","-0,126"
Adam Ratajczyk,Zagłębie Lubin,3,0,"0,109","0,036","-0,109","0,109","0,036","-0,109",7,0,"0,465","-0,465"
Mark Tamas,Śląsk Wrocław,2,0,"0,113","0,057","-0,113","0,113","0,057","-0,113",0,0,"0,000","0,000"
Tomasz Tymosiak,Górnik Łęczna,3,0,"0,114","0,038","-0,114","0,114","0,038","-0,114",0,0,"0,000","0,000"
Roland Varga,Bruk-Bet,2,0,"0,115","0,058","-0,115","0,115","0,058","-0,115",0,0,"0,000","0,000"
Hubert Sobol,Wisła Kraków,2,0,"0,117","0,058","-0,117","0,117","0,058","-0,117",0,0,"0,000","0,000"
Igor Sapała,Raków Częstochowa,2,0,"0,117","0,059","-0,117","0,117","0,059","-0,117",2,1,"0,712","0,288"
Żarko Udovicić,Raków Częstochowa,2,0,"0,120","0,060","-0,120","0,120","0,060","-0,120",0,0,"0,000","0,000"
Sasa Balić,Zagłębie Lubin,4,0,"0,121","0,030","-0,121","0,121","0,030","-0,121",5,0,"0,435","-0,435"
Thabo Cele,Radomiak Radom,3,0,"0,122","0,041","-0,122","0,122","0,041","-0,122",4,0,"0,205","-0,205"
Luka Susnjara,Wisła Płock,2,0,"0,122","0,061","-0,122","0,122","0,061","-0,122",1,0,"0,017","-0,017"
Albin Granlund,Stal Mielec,1,0,"0,122","0,122","-0,122","0,122","0,122","-0,122",3,0,"0,104","-0,104"
Bartosz Rymaniak,Górnik Łęczna,4,0,"0,123","0,031","-0,123","0,123","0,031","-0,123",8,1,"0,404","0,596"
Przemysław Maj,Stal Mielec,3,0,"0,123","0,041","-0,123","0,123","0,041","-0,123",0,0,"0,000","0,000"
Maciej Urbańczyk,Stal Mielec,3,0,"0,124","0,041","-0,124","0,124","0,041","-0,124",5,2,"0,707","1,293"
Ilja Żygulow,Zagłębie Lubin,4,0,"0,126","0,032","-0,126","0,126","0,032","-0,126",8,1,"0,444","0,556"
Damir Sadiković,Cracovia,4,0,"0,127","0,032","-0,127","0,127","0,032","-0,127",2,0,"0,349","-0,349"
Kacper Smoliński,Pogoń Szczecin,3,0,"0,132","0,044","-0,132","0,132","0,044","-0,132",6,1,"1,031","-0,031"
Artem Polarus,Bruk-Bet,2,0,"0,133","0,066","-0,133","0,133","0,066","-0,133",3,0,"0,692","-0,692"
Constantin Reiner,Piast Gliwice,2,0,"0,137","0,068","-0,137","0,137","0,068","-0,137",1,0,"0,216","-0,216"
Vamara Sanogo,Górnik Zabrze,2,0,"0,138","0,069","-0,138","0,138","0,069","-0,138",0,0,"0,000","0,000"
Kryspin Szcześniak,Górnik Łęczna,3,0,"0,141","0,047","-0,141","0,141","0,047","-0,141",0,0,"0,000","0,000"
Kristers Tobers,Lechia Gdańsk,2,0,"0,142","0,071","-0,142","0,142","0,071","-0,142",0,0,"0,000","0,000"
Filip Balaj,Cracovia,10,1,"1,142","0,114","-0,142","1,142","0,114","-0,142",3,1,"0,491","0,509"
Alexandros Katranis,Piast Gliwice,7,0,"0,144","0,021","-0,144","0,144","0,021","-0,144",13,2,"0,975","1,025"
Tomasz Midzierski,Górnik Łęczna,2,0,"0,145","0,072","-0,145","0,145","0,072","-0,145",1,1,"0,713","0,287"
Jakub Wójcicki,Zagłębie Lubin,2,0,"0,148","0,074","-0,148","0,148","0,074","-0,148",9,0,"0,921","-0,921"
David Tosevski,Górnik Zabrze,1,0,"0,149","0,149","-0,149","0,149","0,149","-0,149",0,0,"0,000","0,000"
Alexander Gorgon,Pogoń Szczecin,2,0,"0,149","0,075","-0,149","0,149","0,075","-0,149",1,0,"0,064","-0,064"
Jan Biegański,Lechia Gdańsk,6,0,"0,153","0,026","-0,153","0,153","0,026","-0,153",5,0,"0,494","-0,494"
Jakub Antczak,Lech Poznań,2,0,"0,155","0,078","-0,155","0,155","0,078","-0,155",0,0,"0,000","0,000"
Łukasz Szramowski,Górnik Łęczna,3,0,"0,158","0,053","-0,158","0,158","0,053","-0,158",4,0,"0,183","-0,183"
Mateusz Cholewiak,Górnik Zabrze,18,1,"1,158","0,064","-0,158","1,158","0,064","-0,158",11,2,"1,967","0,033"
Rafał Pietrzak,Lechia Gdańsk,7,0,"0,165","0,024","-0,165","0,165","0,024","-0,165",25,1,"3,464","-2,464"
Dawid Kort,Stal Mielec,4,0,"0,170","0,043","-0,170","0,170","0,043","-0,170",7,1,"1,505","-0,505"
Kacper Tabiś,Jagiellonia,3,0,"0,173","0,058","-0,173","0,173","0,058","-0,173",2,0,"0,113","-0,113"
Daniel Gretarsson,Śląsk Wrocław,2,0,"0,174","0,087","-0,174","0,174","0,087","-0,174",0,0,"0,000","0,000"
Ian Soler,Zagłębie Lubin,3,0,"0,174","0,058","-0,174","0,174","0,058","-0,174",3,1,"1,004","-0,004"
Bartosz Kwiecień,Jagiellonia,3,0,"0,176","0,059","-0,176","0,176","0,059","-0,176",2,0,"0,089","-0,089"
Piotr Krawczyk,Górnik Zabrze,33,5,"5,180","0,157","-0,180","5,180","0,157","-0,180",17,1,"1,107","-0,107"
Dawid Szot,Wisła Kraków,7,0,"0,183","0,026","-0,183","0,183","0,026","-0,183",2,0,"0,165","-0,165"
Narek Grigorjan,Jagiellonia,4,0,"0,184","0,046","-0,184","0,184","0,046","-0,184",2,0,"0,066","-0,066"
Benjamin Verbic,Legia Warszawa,3,0,"0,185","0,062","-0,185","0,185","0,062","-0,185",2,0,"0,076","-0,076"
Paweł Żyra,Bruk-Bet,3,0,"0,185","0,062","-0,185","0,185","0,062","-0,185",2,0,"0,047","-0,047"
Bartosz Salamon,Lech Poznań,24,3,"3,187","0,133","-0,187","3,187","0,133","-0,187",2,0,"0,174","-0,174"
Aleksandar Pantić,Zagłębie Lubin,3,0,"0,192","0,064","-0,192","0,192","0,064","-0,192",5,0,"0,157","-0,157"
Marcin Grabowski,Bruk-Bet,4,0,"0,193","0,048","-0,193","0,193","0,048","-0,193",10,0,"0,424","-0,424"
Jakub Kiełb,Warta Poznań,6,0,"0,193","0,032","-0,193","0,193","0,032","-0,193",21,2,"1,736","0,264"
Łukasz Łakomy,Zagłębie Lubin,33,1,"1,194","0,036","-0,194","1,194","0,036","-0,194",14,2,"1,264","0,736"
Tomasz Kędziora,Lech Poznań,3,1,"1,194","0,398","-0,194","1,194","0,398","-0,194",4,0,"0,445","-0,445"
Leandro,Górnik Łęczna,5,0,"0,202","0,040","-0,202","0,202","0,040","-0,202",19,1,"1,856","-0,856"
Rui Gomes,Legia Warszawa,4,0,"0,203","0,051","-0,203","0,203","0,051","-0,203",0,0,"0,000","0,000"
Nikola Kuveljić,Wisła Kraków,10,1,"1,206","0,121","-0,206","1,206","0,121","-0,206",4,0,"0,081","-0,081"
Michał Szałachowski,Górnik Łęczna,1,0,"0,209","0,209","-0,209","0,209","0,209","-0,209",0,0,"0,000","0,000"
David Stec,Lechia Gdańsk,2,0,"0,211","0,105","-0,211","0,211","0,105","-0,211",3,1,"0,109","0,891"
Michal Skvarka,Wisła Kraków,38,2,"2,211","0,058","-0,211","2,211","0,058","-0,211",28,4,"2,967","1,033"
Matej Hybs,Bruk-Bet,4,0,"0,214","0,053","-0,214","0,214","0,053","-0,214",15,0,"1,495","-1,495"
Momo Cisse,Wisła Kraków,4,0,"0,214","0,053","-0,214","0,214","0,053","-0,214",3,0,"0,059","-0,059"
Michał Skóraś,Lech Poznań,27,2,"2,215","0,082","-0,215","2,215","0,082","-0,215",16,1,"2,643","-1,643"
Igor Łasicki,Pogoń Szczecin,3,0,"0,221","0,074","-0,221","0,221","0,074","-0,221",1,0,"0,046","-0,046"
Łukasz Zjawiński,Lechia Gdańsk,1,0,"0,222","0,222","-0,222","0,222","0,222","-0,222",0,0,"0,000","0,000"
Filip Lesniak,Wisła Płock,10,1,"1,223","0,122","-0,223","1,223","0,122","-0,223",3,0,"0,126","-0,126"
Szymon Drewniak,Górnik Łęczna,8,0,"0,226","0,028","-0,226","0,226","0,028","-0,226",7,0,"0,214","-0,214"
Michał Pazdan,Jagiellonia,4,0,"0,234","0,058","-0,234","0,234","0,058","-0,234",5,1,"1,000","0,000"
Michael Ameyaw,Piast Gliwice,8,1,"1,234","0,154","-0,234","1,234","0,154","-0,234",4,0,"0,426","-0,426"
Nemanja Tekijaski,Bruk-Bet,9,1,"1,235","0,137","-0,235","1,235","0,137","-0,235",5,0,"0,673","-0,673"
Mateusz Grzybek,Bruk-Bet,24,2,"2,242","0,093","-0,242","2,242","0,093","-0,242",25,3,"5,104","-2,104"
Goncalo Silva,Radomiak Radom,5,0,"0,247","0,049","-0,247","0,247","0,049","-0,247",4,0,"0,084","-0,084"
Alexandre Guedes,Raków Częstochowa,3,0,"0,247","0,082","-0,247","0,247","0,082","-0,247",2,1,"0,729","0,271"
Jakub Pek,Bruk-Bet,1,0,"0,248","0,248","-0,248","0,248","0,248","-0,248",1,0,"0,024","-0,024"
Aleksandr Pawłowiec,Warta Poznań,2,0,"0,251","0,126","-0,251","0,251","0,126","-0,251",0,0,"0,000","0,000"
Bartłomiej Burman,Warta Poznań,2,0,"0,253","0,126","-0,253","0,253","0,126","-0,253",1,0,"0,200","-0,200"
Patryk Lipski,Piast Gliwice,5,0,"1,003","0,201","-1,003","0,253","0,063","-0,253",17,3,"1,633","1,367"
Fryderyk Gerbowski,Wisła Płock,7,0,"0,263","0,038","-0,263","0,263","0,038","-0,263",9,0,"1,148","-1,148"
Kamil Ogorzały,Cracovia,4,0,"0,264","0,066","-0,264","0,264","0,066","-0,264",1,0,"0,072","-0,072"
Kristoffer Velde,Lech Poznań,5,0,"0,266","0,053","-0,266","0,266","0,053","-0,266",3,1,"0,213","0,787"
Michal Hubinek,Bruk-Bet,30,1,"1,270","0,042","-0,270","1,270","0,042","-0,270",20,1,"2,198","-1,198"
Dawid Pakulski,Zagłębie Lubin,8,0,"0,275","0,034","-0,275","0,275","0,034","-0,275",2,0,"0,042","-0,042"
Luis Mata,Pogoń Szczecin,5,0,"0,278","0,056","-0,278","0,278","0,056","-0,278",26,4,"3,150","0,850"
Jan Sykora,Lech Poznań,2,0,"0,278","0,139","-0,278","0,278","0,139","-0,278",1,0,"0,209","-0,209"
Ben Lederman,Raków Częstochowa,27,1,"1,282","0,047","-0,282","1,282","0,047","-0,282",21,2,"1,603","0,397"
Martin Zeman,Bruk-Bet,4,0,"0,287","0,072","-0,287","0,287","0,072","-0,287",13,1,"1,234","-0,234"
Tom Hateley,Piast Gliwice,11,0,"0,295","0,027","-0,295","0,295","0,027","-0,295",20,3,"2,703","0,297"
Alan Uryga,Wisła Kraków,4,0,"0,296","0,074","-0,296","0,296","0,074","-0,296",1,0,"0,083","-0,083"
Adrian Cierpka,Górnik Łęczna,2,0,"0,306","0,153","-0,306","0,306","0,153","-0,306",2,0,"0,125","-0,125"
Artur Jędrzejczyk,Legia Warszawa,4,0,"0,314","0,079","-0,314","0,314","0,079","-0,314",9,0,"0,740","-0,740"
Tomas Poznar,Bruk-Bet,13,2,"2,317","0,178","-0,317","2,317","0,178","-0,317",9,2,"0,719","1,281"
Dor Hugi,Wisła Kraków,20,1,"1,319","0,066","-0,319","1,319","0,066","-0,319",19,4,"2,610","1,390"
Adam Radwański,Bruk-Bet,32,2,"2,325","0,073","-0,325","2,325","0,073","-0,325",23,2,"1,620","0,380"
Dominik Steczyk,Piast/Stal,19,1,"1,331","0,070","-0,331","1,331","0,070","-0,331",6,0,"0,198","-0,198"
Paweł Wojciechowski,Górnik Łęczna,4,0,"0,333","0,083","-0,333","0,333","0,083","-0,333",2,0,"0,073","-0,073"
Abraham Marcus,Radomiak Radom,5,0,"0,335","0,067","-0,335","0,335","0,067","-0,335",3,0,"0,652","-0,652"
Paweł Stolarski,Pogoń Szczecin,10,0,"0,337","0,034","-0,337","0,337","0,034","-0,337",6,1,"0,494","0,506"
Daniel Szelągowski,Raków/Warta,5,0,"0,338","0,068","-0,338","0,338","0,068","-0,338",6,0,"0,828","-0,828"
Łukasz Bejger,Śląsk Wrocław,5,0,"0,338","0,068","-0,338","0,338","0,068","-0,338",2,0,"0,057","-0,057"
Joel Pereira,Lech Poznań,6,0,"0,340","0,057","-0,340","0,340","0,057","-0,340",40,7,"4,364","2,636"
Bartłomiej Kukułowicz,Bruk-Bet,9,0,"0,340","0,038","-0,340","0,340","0,038","-0,340",11,2,"0,817","1,183"
Virgil Ghita,Cracovia,4,0,"0,357","0,089","-0,357","0,357","0,089","-0,357",2,0,"0,050","-0,050"
Bartosz Kopacz,Lechia/Zagłębie,4,0,"0,358","0,090","-0,358","0,358","0,090","-0,358",10,1,"0,520","0,480"
Daniel Dziwniel,Górnik Łęczna,8,0,"0,360","0,045","-0,360","0,360","0,045","-0,360",12,0,"0,957","-0,957"
David Jablonsky,Cracovia,3,0,"0,366","0,122","-0,366","0,366","0,122","-0,366",1,0,"0,000","0,000"
Jhon Chancellor,Zagłębie Lubin,5,0,"0,367","0,073","-0,367","0,367","0,073","-0,367",3,0,"0,089","-0,089"
Adam Hlousek,Bruk-Bet,2,0,"0,375","0,188","-0,375","0,375","0,188","-0,375",3,1,"0,354","0,646"
Szymon Włodarczyk,Legia Warszawa,3,0,"0,383","0,128","-0,383","0,383","0,128","-0,383",0,0,"0,000","0,000"
Michał Kopczyński,Warta Poznań,7,2,"1,899","0,271","0,101","0,399","0,080","-0,399",8,0,"0,635","-0,635"
Marcin Wasielewski,Bruk-Bet,14,0,"0,402","0,029","-0,402","0,402","0,029","-0,402",4,0,"0,158","-0,158"
Patrick Olsen,Śląsk Wrocław,9,0,"0,404","0,045","-0,404","0,404","0,045","-0,404",9,0,"0,877","-0,877"
Artem Putiwcew,Bruk-Bet,10,1,"1,426","0,143","-0,426","1,426","0,143","-0,426",7,1,"1,273","-0,273"
Damian Jakubik,Radomiak Radom,17,0,"0,430","0,025","-0,430","0,430","0,025","-0,430",15,2,"1,143","0,857"
Piotr Starzyński,Wisła Kraków,6,0,"0,433","0,072","-0,433","0,433","0,072","-0,433",6,0,"0,550","-0,550"
Wiktor Długosz,Raków Częstochowa,4,1,"1,437","0,359","-0,437","1,437","0,359","-0,437",4,0,"0,404","-0,404"
Enis Fazlagić,Wisła Kraków,6,0,"0,450","0,075","-0,450","0,450","0,075","-0,450",5,0,"0,133","-0,133"
Maciej Domański,Stal Mielec,13,1,"1,204","0,093","-0,204","0,454","0,038","-0,454",26,4,"2,210","1,790"
Aleksandar Scekić,Zagłębie Lubin,8,0,"0,459","0,057","-0,459","0,459","0,057","-0,459",8,0,"0,199","-0,199"
Erik Daniel,Zagłębie Lubin,60,3,"3,466","0,058","-0,466","3,466","0,058","-0,466",33,3,"3,709","-0,709"
Miłosz Kozak,Radomiak Radom,10,0,"0,467","0,047","-0,467","0,467","0,047","-0,467",18,2,"1,768","0,232"
Damian Dąbrowski,Pogoń Szczecin,14,1,"1,222","0,087","-0,222","0,472","0,036","-0,472",39,4,"2,474","1,526"
Dominik Sokół,Radomiak Radom,7,1,"1,483","0,212","-0,483","1,483","0,212","-0,483",4,0,"0,130","-0,130"
Łukasz Trałka,Warta Poznań,17,1,"1,486","0,087","-0,486","1,486","0,087","-0,486",24,2,"2,674","-0,674"
Adrian Gryszkiewicz,Górnik Zabrze,13,1,"1,490","0,115","-0,490","1,490","0,115","-0,490",6,0,"0,810","-0,810"
Damian Zbozień,Wisła Płock,5,0,"0,492","0,098","-0,492","0,492","0,098","-0,492",8,1,"0,767","0,233"
Michał Nalepa II,Lechia Gdańsk,15,1,"1,497","0,100","-0,497","1,497","0,100","-0,497",3,0,"0,167","-0,167"
Kacper Chodyna,Zagłębie Lubin,41,4,"3,998","0,098","0,002","2,498","0,064","-0,498",40,2,"3,970","-1,970"
Roman Gergel,Bruk-Bet,11,0,"1,258","0,114","-1,258","0,508","0,051","-0,508",19,1,"1,524","-0,524"
Bogdan Tiru,Jagiellonia,6,0,"0,510","0,085","-0,510","0,510","0,085","-0,510",6,1,"0,451","0,549"
Michal Siplak,Cracovia,10,0,"0,511","0,051","-0,511","0,511","0,051","-0,511",12,3,"1,246","1,754"
Samuel Stefanik,Bruk-Bet,21,1,"1,511","0,072","-0,511","1,511","0,072","-0,511",37,4,"3,247","0,753"
Andre Martins,Legia Warszawa,6,0,"0,513","0,085","-0,513","0,513","0,085","-0,513",12,0,"0,840","-0,840"
Patryk Plewka,Wisła Kraków,4,0,"0,530","0,132","-0,530","0,530","0,132","-0,530",6,0,"0,255","-0,255"
Meik Karwot,Radomiak Radom,11,0,"0,535","0,049","-0,535","0,535","0,049","-0,535",17,2,"1,570","0,430"
Jakub Bartkowski,Pogoń Szczecin,17,1,"1,541","0,091","-0,541","1,541","0,091","-0,541",27,3,"2,682","0,318"
Michał Jakóbowski,Warta Poznań,6,0,"0,553","0,092","-0,553","0,553","0,092","-0,553",6,0,"0,749","-0,749"
Maciej Ambrosiewicz,Bruk-Bet,8,0,"0,554","0,069","-0,554","0,554","0,069","-0,554",2,0,"0,070","-0,070"
Bartosz Kieliba,Warta Poznań,5,0,"0,574","0,115","-0,574","0,574","0,115","-0,574",0,0,"0,000","0,000"
Marcin Budziński,Stal Mielec,6,0,"0,574","0,096","-0,574","0,574","0,096","-0,574",6,0,"0,405","-0,405"
Rauno Sappinen,Piast Gliwice,5,0,"0,584","0,117","-0,584","0,584","0,117","-0,584",2,0,"0,147","-0,147"
Dariusz Pawłowski,Górnik Zabrze,17,1,"1,584","0,093","-0,584","1,584","0,093","-0,584",6,3,"0,688","2,312"
Michał Nalepa I,Jagiellonia,15,0,"0,587","0,039","-0,587","0,587","0,039","-0,587",12,0,"0,901","-0,901"
Fabio Sturgeon,Raków Częstochowa,15,1,"1,595","0,106","-0,595","1,595","0,106","-0,595",17,1,"1,115","-0,115"
Marcos Alvarez,Cracovia,18,1,"1,606","0,089","-0,606","1,606","0,089","-0,606",14,2,"1,256","0,744"
Jorginho,Wisła Płock,13,1,"1,621","0,125","-0,621","1,621","0,125","-0,621",11,2,"1,399","0,601"
Szymon Czyż,Warta/Raków,15,0,"0,652","0,043","-0,652","0,652","0,043","-0,652",9,2,"0,682","1,318"
Fedor Cernych,Jagiellonia,41,4,"4,413","0,108","-0,413","3,663","0,092","-0,663",20,4,"1,953","2,047"
Mateusz Młyński,Wisła Kraków,16,1,"1,675","0,105","-0,675","1,675","0,105","-0,675",11,0,"1,113","-1,113"
Łukasz Poręba,Zagłębie Lubin,31,1,"1,685","0,054","-0,685","1,685","0,054","-0,685",26,2,"2,208","-0,208"
Sylwester Lusiusz,Cracovia,7,0,"0,685","0,098","-0,685","0,685","0,098","-0,685",4,0,"0,148","-0,148"
Mattias Johansson,Legia Warszawa,12,1,"1,686","0,141","-0,686","1,686","0,141","-0,686",10,1,"1,468","-0,468"
Cheikhou Dieng,Zagłębie Lubin,9,0,"0,687","0,076","-0,687","0,687","0,076","-0,687",4,0,"0,129","-0,129"
Dominik Furman,Wisła Płock,13,0,"0,690","0,053","-0,690","0,690","0,053","-0,690",26,2,"1,840","0,160"
Michał Kaput,Radomiak/Piast,15,0,"0,690","0,046","-0,690","0,690","0,046","-0,690",9,1,"0,719","0,281"
Dawid Kownacki,Lech Poznań,30,4,"4,702","0,157","-0,702","4,702","0,157","-0,702",14,1,"1,186","-0,186"
Jesper Karlstrom,Lech Poznań,37,1,"1,715","0,046","-0,715","1,715","0,046","-0,715",32,1,"1,831","-0,831"
Oskar Krzyżak,Raków Częstochowa,3,0,"0,720","0,240","-0,720","0,720","0,240","-0,720",0,0,"0,000","0,000"
Filip Mladenović,Legia Warszawa,22,0,"0,734","0,033","-0,734","0,734","0,033","-0,734",24,1,"2,185","-1,185"
Matej Hanousek,Wisła Kraków,13,0,"0,747","0,057","-0,747","0,747","0,057","-0,747",28,5,"3,250","1,750"
Krzysztof Mączyński,Śląsk Wrocław,21,0,"0,750","0,036","-0,750","0,750","0,036","-0,750",23,2,"1,605","0,395"
Jewhen Konoplanka,Cracovia,7,0,"0,763","0,109","-0,763","0,763","0,109","-0,763",8,0,"0,769","-0,769"
Dariusz Stalmach,Górnik Zabrze,9,0,"0,763","0,085","-0,763","0,763","0,085","-0,763",5,1,"0,276","0,724"
Jakub Arak,Raków Częstochowa,8,0,"0,773","0,097","-0,773","0,773","0,097","-0,773",1,0,"0,048","-0,048"
Filipe Nascimento,Radomiak Radom,24,0,"0,773","0,032","-0,773","0,773","0,032","-0,773",30,4,"2,951","1,049"
Marcin Flis,Stal Mielec,20,1,"1,774","0,089","-0,774","1,774","0,089","-0,774",9,0,"0,419","-0,419"
Joseph Colley,Wisła Kraków,3,0,"0,792","0,264","-0,792","0,792","0,264","-0,792",0,0,"0,000","0,000"
Sebastian Bonecki,Bruk-Bet,18,0,"0,792","0,044","-0,792","0,792","0,044","-0,792",9,0,"0,372","-0,372"
Pedro Rebocho,Lech Poznań,20,1,"1,816","0,091","-0,816","1,816","0,091","-0,816",35,4,"4,343","-0,343"
Aleks Ławniczak,Warta/Zagłębie,6,0,"0,822","0,137","-0,822","0,822","0,137","-0,822",4,2,"0,558","1,442"
Dani Ramirez,Lech Poznań,30,1,"1,823","0,061","-0,823","1,823","0,061","-0,823",22,4,"2,489","1,511"
Bartłomiej Pawłowski,Śląsk Wrocław,14,0,"0,825","0,059","-0,825","0,825","0,059","-0,825",10,2,"1,260","0,740"
Mateusz Cichocki,Radomiak Radom,11,0,"0,837","0,076","-0,837","0,837","0,076","-0,837",8,0,"0,466","-0,466"
Mario Rondon,Radomiak Radom,17,1,"1,842","0,108","-0,842","1,842","0,108","-0,842",9,0,"1,157","-1,157"
Kacper Sezonienko,Lechia Gdańsk,17,1,"1,847","0,109","-0,847","1,847","0,109","-0,847",12,4,"2,157","1,843"
Bojan Nastić,Jagiellonia,20,0,"0,889","0,044","-0,889","0,889","0,044","-0,889",35,6,"2,877","3,123"
Wojciech Golla,Śląsk Wrocław,10,0,"0,891","0,089","-0,891","0,891","0,089","-0,891",10,4,"0,957","3,043"
