ZAWODNIK,KLUB,R,R celn,% R celn,R Gole,ZZA,ZZA celn,ZZA %,ZZA Gole,ZZA GOL/ZZA
Mariusz Malec,Pogoń Szczecin,10,4,"40,0%",0,1,0,"0,0%",0,"0,0%"
Tomas Poznar,Bruk-Bet,13,4,"30,8%",2,1,0,"0,0%",0,"0,0%"
Elvis Manu,Wisła Kraków,14,4,"28,6%",2,2,0,"0,0%",0,"0,0%"
Jakub Czerwiński,Piast Gliwice,17,4,"23,5%",3,1,0,"0,0%",0,"0,0%"
Michał Mak,Górnik Łęczna,24,4,"16,7%",0,6,0,"0,0%",0,"0,0%"
Mateusz Żukowski,Lechia Gdańsk,7,3,"42,9%",2,3,0,"0,0%",0,"0,0%"
Jewhen Konoplanka,Cracovia,7,3,"42,9%",0,2,0,"0,0%",0,"0,0%"
Wojciech Golla,Śląsk Wrocław,10,3,"30,0%",0,1,0,"0,0%",0,"0,0%"
Zoran Arsenić,Raków Częstochowa,10,3,"30,0%",1,1,0,"0,0%",0,"0,0%"
Mateusz Cichocki,Radomiak Radom,11,3,"27,3%",0,1,0,"0,0%",0,"0,0%"
Victor Garcia,Śląsk Wrocław,11,3,"27,3%",1,5,0,"0,0%",0,"0,0%"
Tomas Huk,Piast Gliwice,11,3,"27,3%",2,2,0,"0,0%",0,"0,0%"
Meik Karwot,Radomiak Radom,11,3,"27,3%",0,5,0,"0,0%",0,"0,0%"
Andrzej Niewulis,Raków Częstochowa,11,3,"27,3%",2,1,0,"0,0%",0,"0,0%"
Miłosz Szczepański,Lechia/Warta,12,3,"25,0%",2,5,0,"0,0%",0,"0,0%"
Przemysław Wiśniewski,Górnik Zabrze,14,3,"21,4%",0,6,0,"0,0%",0,"0,0%"
Sasa Balić,Zagłębie Lubin,4,2,"50,0%",0,1,0,"0,0%",0,"0,0%"
Marcin Grabowski,Bruk-Bet,4,2,"50,0%",0,1,0,"0,0%",0,"0,0%"
Nikola Stojiljković,Piast Gliwice,4,2,"50,0%",1,1,0,"0,0%",0,"0,0%"
Konrad Wrzesiński,Stal Mielec,5,2,"40,0%",1,1,0,"0,0%",0,"0,0%"
Alan Czerwiński,Lech Poznań,6,2,"33,3%",1,1,0,"0,0%",0,"0,0%"
Jakub Kiełb,Warta Poznań,6,2,"33,3%",0,4,0,"0,0%",0,"0,0%"
Piotr Starzyński,Wisła Kraków,6,2,"33,3%",0,1,0,"0,0%",0,"0,0%"
Kamil Kruk,Zagłębie Lubin,7,2,"28,6%",1,2,0,"0,0%",0,"0,0%"
Sylwester Lusiusz,Cracovia,7,2,"28,6%",0,3,0,"0,0%",0,"0,0%"
Filip Marchwiński,Lech Poznań,7,2,"28,6%",0,2,0,"0,0%",0,"0,0%"
Milan Rundić,Raków Częstochowa,7,2,"28,6%",1,1,0,"0,0%",0,"0,0%"
Diogo Verdasca,Śląsk Wrocław,7,2,"28,6%",1,1,0,"0,0%",0,"0,0%"
Arkadiusz Kasperkiewicz,Stal Mielec,7,2,"28,6%",1,3,0,"0,0%",0,"0,0%"
Cheikhou Dieng,Zagłębie Lubin,9,2,"22,2%",0,2,0,"0,0%",0,"0,0%"
Jorginho,Wisła Płock,13,2,"15,4%",1,2,0,"0,0%",0,"0,0%"
Karol Podliński,Zagłębie Lubin,13,2,"15,4%",0,2,0,"0,0%",0,"0,0%"
Patryk Janasik,Śląsk Wrocław,15,2,"13,3%",1,10,0,"0,0%",0,"0,0%"
Karol Struski,Jagiellonia,20,2,"10,0%",1,11,0,"0,0%",0,"0,0%"
Jan Sykora,Lech Poznań,2,1,"50,0%",0,1,0,"0,0%",0,"0,0%"
Thiago,Cracovia,2,1,"50,0%",0,1,0,"0,0%",0,"0,0%"
Roland Varga,Bruk-Bet,2,1,"50,0%",0,1,0,"0,0%",0,"0,0%"
Dusan Lagator,Wisła Płock,3,1,"33,3%",1,1,0,"0,0%",0,"0,0%"
Kacper Tabiś,Jagiellonia,3,1,"33,3%",0,1,0,"0,0%",0,"0,0%"
Maciej Urbańczyk,Stal Mielec,3,1,"33,3%",0,2,0,"0,0%",0,"0,0%"
Patryk Zaucha,Cracovia,3,1,"33,3%",0,2,0,"0,0%",0,"0,0%"
Przemysław Maj,Stal Mielec,3,1,"33,3%",0,2,0,"0,0%",0,"0,0%"
Aleksander Pawlak,Wisła Płock,3,1,"33,3%",1,2,0,"0,0%",0,"0,0%"
Kacper Kostorz,Legia Warszawa,4,1,"25,0%",0,2,0,"0,0%",0,"0,0%"
Patryk Plewka,Wisła Kraków,4,1,"25,0%",0,1,0,"0,0%",0,"0,0%"
Bartosz Rymaniak,Górnik Łęczna,4,1,"25,0%",0,1,0,"0,0%",0,"0,0%"
Michał Pazdan,Jagiellonia,4,1,"25,0%",0,1,0,"0,0%",0,"0,0%"
Rui Gomes,Legia Warszawa,4,1,"25,0%",0,1,0,"0,0%",0,"0,0%"
Momo Cisse,Wisła Kraków,4,1,"25,0%",0,1,0,"0,0%",0,"0,0%"
Matej Hybs,Bruk-Bet,4,1,"25,0%",0,1,0,"0,0%",0,"0,0%"
Luis Mata,Pogoń Szczecin,5,1,"20,0%",0,2,0,"0,0%",0,"0,0%"
Mateusz Łęgowski,Pogoń Szczecin,5,1,"20,0%",1,3,0,"0,0%",0,"0,0%"
Jhon Chancellor,Zagłębie Lubin,5,1,"20,0%",0,1,0,"0,0%",0,"0,0%"
Konrad Matuszewski,Warta Poznań,6,1,"16,7%",1,3,0,"0,0%",0,"0,0%"
Bogdan Tiru,Jagiellonia,6,1,"16,7%",0,1,0,"0,0%",0,"0,0%"
Enis Fazlagić,Wisła Kraków,6,1,"16,7%",0,2,0,"0,0%",0,"0,0%"
Alexandros Katranis,Piast Gliwice,7,1,"14,3%",0,5,0,"0,0%",0,"0,0%"
Szymon Lewkot,Śląsk Wrocław,7,1,"14,3%",1,4,0,"0,0%",0,"0,0%"
Tomasz Pieńko,Zagłębie Lubin,7,1,"14,3%",1,2,0,"0,0%",0,"0,0%"
Florian Loshaj,Cracovia,9,1,"11,1%",1,4,0,"0,0%",0,"0,0%"
Benedikt Zech,Pogoń Szczecin,9,1,"11,1%",0,3,0,"0,0%",0,"0,0%"
Deian Sorescu,Raków Częstochowa,9,1,"11,1%",1,2,0,"0,0%",0,"0,0%"
Jonathan de Amo,Stal/Górnik Ł,10,1,"10,0%",1,3,0,"0,0%",0,"0,0%"
Michal Siplak,Cracovia,10,1,"10,0%",0,4,0,"0,0%",0,"0,0%"
Maciej Jankowski,Stal Mielec,11,1,"9,1%",0,2,0,"0,0%",0,"0,0%"
Filip Bainović,Górnik Zabrze,2,0,"0,0%",0,2,0,"0,0%",0,"0,0%"
Michal Bezpalec,Bruk-Bet,4,0,"0,0%",0,4,0,"0,0%",0,"0,0%"
Jakub Błaszczykowski,Wisła Kraków,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Bartłomiej Ciepiela,Legia Warszawa,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Szymon Drewniak,Górnik Łęczna,8,0,"0,0%",0,7,0,"0,0%",0,"0,0%"
Daniel Dudziński,Zagłębie Lubin,2,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Fryderyk Gerbowski,Wisła Płock,7,0,"0,0%",0,5,0,"0,0%",0,"0,0%"
Goncalo Silva,Radomiak Radom,5,0,"0,0%",0,2,0,"0,0%",0,"0,0%"
Alexander Gorgon,Pogoń Szczecin,2,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Joel Abu Hanna,Legia Warszawa,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Javier Ajenjo Hyjek,Śląsk Wrocław,2,0,"0,0%",0,2,0,"0,0%",0,"0,0%"
Lirim Kastrati,Legia Warszawa,2,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Wiktor Kłos,Stal Mielec,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Bartosz Kwiecień,Jagiellonia,3,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Kacper Michalski,Górnik Zabrze,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Tomasz Mokwa,Piast Gliwice,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Lubambo Musonda,Śląsk Wrocław,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Bartłomiej Pawłowski,Śląsk Wrocław,14,0,"0,0%",0,7,0,"0,0%",0,"0,0%"
Rafał Pietrzak,Lechia Gdańsk,7,0,"0,0%",0,7,0,"0,0%",0,"0,0%"
Rhuan,Radomiak Radom,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Yuri Ribeiro,Legia Warszawa,2,0,"0,0%",0,2,0,"0,0%",0,"0,0%"
Jakub Sangowski,Warta Poznań,2,0,"0,0%",0,2,0,"0,0%",0,"0,0%"
Oliwier Sławiński,Zagłębie Lubin,2,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Hubert Sobol,Wisła Kraków,2,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Paweł Żyra,Bruk-Bet,3,0,"0,0%",0,2,0,"0,0%",0,"0,0%"
Ian Soler,Zagłębie Lubin,3,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Mateusz Sopoćko,Warta Poznań,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Kryspin Szcześniak,Górnik Łęczna,3,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Daniel Szelągowski,Raków/Warta,5,0,"0,0%",0,3,0,"0,0%",0,"0,0%"
Łukasz Szramowski,Górnik Łęczna,3,0,"0,0%",0,2,0,"0,0%",0,"0,0%"
Krzysztof Toporkiewicz,Jagiellonia,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Jakub Wójcicki,Zagłębie Lubin,2,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Dominik Wydra,Raków Częstochowa,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Ilja Żygulow,Zagłębie Lubin,4,0,"0,0%",0,3,0,"0,0%",0,"0,0%"
Aleksandar Pantić,Zagłębie Lubin,3,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Vamara Sanogo,Górnik Zabrze,2,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Patryk Kusztal,Zagłębie Lubin,2,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Thabo Cele,Radomiak Radom,3,0,"0,0%",0,3,0,"0,0%",0,"0,0%"
Tomasz Nawotka,Legia Warszawa,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Michał Orzechowski,Bruk-Bet,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Sebastian Bergier,Śląsk Wrocław,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Bartłomiej Burman,Warta Poznań,2,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Filip Modelski,Bruk-Bet,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Jean Mvondo,Górnik Zabrze,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Kacper Masiak,Zagłębie Lubin,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Aleksandar Scekić,Zagłębie Lubin,8,0,"0,0%",0,2,0,"0,0%",0,"0,0%"
Jakub Szymański,Górnik Zabrze,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Oliwier Wojciechowski,Jagiellonia,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Bartosz Zynek,Wisła Płock,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Virgil Ghita,Cracovia,4,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Bartosz Kapustka,Legia Warszawa,2,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Oskar Krzyżak,Raków Częstochowa,3,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Mikołaj Rakowski,Warta Poznań,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
Ruben Lobato,Górnik Łęczna,2,0,"0,0%",0,2,0,"0,0%",0,"0,0%"
Robert Ożóg,Cracovia,1,0,"0,0%",0,1,0,"0,0%",0,"0,0%"
