ZAWODNIK,KLUB,MECZE,PEŁNE,"W 1. ""11""",Z ŁAWKI,"W ""18""",CZAS
Vukan Savicević,Wisła K,22,12,20,2,22,1746
Jean Carlos,Wisła K,17,6,11,6,26,1036
Kamil Wojtkowski,Wisła K,22,15,20,2,25,1791
Gieorgij Żukow,Wisła K,13,9,11,2,13,986
Denys Bałaniuk,Wisła K,2,0,1,1,4,69
Paweł Brożek,Wisła K,19,9,17,2,20,1411
Aleksander Buksa,Wisła K,21,1,3,18,28,586
Krzysztof Drzazga,Wisła K,12,1,4,8,20,415
Lubomir Tupta,Wisła K,10,0,7,3,14,545
Alon Turgeman,Wisła K,9,1,8,1,9,615
Przemysław Zdybowicz,Wisła K,8,0,2,6,13,233
Thomas Dahne,Wisła P,25,25,25,0,30,2250
Krzysztof Kamiński,Wisła P,9,9,9,0,15,810
Adrian Tokarski,Wisła P,0,0,0,0,1,0
Jakub Wrąbel,Wisła P,1,1,1,0,19,90
Bartłomiej Żynel,Wisła P,2,2,2,0,9,180
Jarosław Fojut,Wisła P,3,1,2,1,24,138
Angel Garcia,Wisła P,24,14,20,4,28,1790
Michał Marcjanik,Wisła P,22,21,21,1,37,1970
Damian Michalski,Wisła P,30,23,28,2,37,2484
Jakub Rzeźniczak,Wisła P,16,13,15,1,21,1318
Bartłomiej Sielewski,Wisła P,2,1,1,1,23,91
Cezary Stefańczyk,Wisła P,25,20,22,3,36,2057
Patryk Stępiński,Wisła P,1,0,0,1,14,11
Piotr Tomasik,Wisła P,26,7,18,8,29,1536
Alan Uryga,Wisła P,37,37,37,0,37,3330
Hubert Adamczyk,Wisła P,11,2,5,6,16,508
Maciej Ambrosiewicz,Wisła P,22,5,10,12,29,969
Dominik Furman,Wisła P,36,35,36,0,36,3222
Torgil Gjertsen,Wisła P,9,3,9,0,9,725
Mikołaj Kwietniewski,Wisła P,12,0,3,9,17,315
Patryk Leszczyński,Wisła P,0,0,0,0,1,0
Giorgi Merebaszwili,Wisła P,29,12,24,5,34,2073
Titas Milasius,Wisła P,1,0,1,0,4,31
Aleksander Pawlak,Wisła P,4,0,1,3,13,89
Damian Rasak,Wisła P,28,24,27,1,28,2399
Ricardinho,Wisła P,17,4,15,2,17,1235
Suad Sahiti,Wisła P,18,0,7,11,26,665
Maciej Spychała,Wisła P,0,0,0,0,2,0
Alen Stevanović,Wisła P,1,1,1,0,1,90
Mateusz Szwoch,Wisła P,35,28,35,0,35,3084
Jakub Witek,Wisła P,1,0,0,1,4,3
Karol Angielski,Wisła P,8,1,2,6,17,273
Dawid Kocyła,Wisła P,11,2,5,6,11,564
Grzegorz Kuświk,Wisła P,16,2,8,8,23,736
Olaf Nowak,Wisła P,10,0,0,10,13,222
Cillian Sheridan,Wisła P,15,6,13,2,15,1074
Oskar Zawada,Wisła P,7,1,4,3,18,298
Kacper Bieszczad,Zagłębie,2,2,2,0,11,180
Konrad Forenc,Zagłębie,18,17,17,1,36,1566
Dominik Hładun,Zagłębie,18,17,18,0,29,1584
Sasa Balić,Zagłębie,31,29,31,0,32,2707
Michał Bogacz,Zagłębie,0,0,0,0,13,0
Alan Czerwiński,Zagłębie,35,32,35,0,35,3119
Maciej Dąbrowski,Zagłębie,3,1,1,2,20,113
Lubomir Guldan,Zagłębie,34,33,34,0,34,3059
Dominik Jończy,Zagłębie,4,3,4,0,34,350
Bartosz Kopacz,Zagłębie,35,35,35,0,36,3150
Kamil Kruk,Zagłębie,2,0,0,2,7,3
Damian Oko,Zagłębie,13,9,11,2,23,1030
Jakub Tosik,Zagłębie,31,13,23,8,35,1986
Jewgienij Baszkirow,Zagłębie,12,11,12,0,12,1078
Damjan Bohar,Zagłębie,36,25,31,5,36,2817
Kacper Chodyna,Zagłębie,1,1,1,0,17,90
Kamil Mazek,Zagłębie,1,0,0,1,1,9
Patryk Mucha,Zagłębie,0,0,0,0,7,0
Dawid Pakulski,Zagłębie,9,0,1,8,18,130
Bartłomiej Pawłowski,Zagłębie,1,0,0,1,1,11
Łukasz Poręba,Zagłębie,28,3,14,14,35,1301
Łukasz Soszyński,Zagłębie,0,0,0,0,16,0
Bartosz Slisz,Zagłębie,21,18,19,2,22,1766
Filip Starzyński,Zagłębie,37,22,35,2,37,3093
Asmir Suljić,Zagłębie,5,0,0,5,8,52
Jakub Sypek,Zagłębie,2,0,0,2,4,26
Matyas Tajti,Zagłębie,3,0,1,2,18,78
Sasa Zivec,Zagłębie,33,15,31,2,35,2573
Paweł Żyra,Zagłębie,0,0,0,0,9,0
Bartosz Białek,Zagłębie,19,13,17,2,22,1538
Dejan Drazić,Zagłębie,10,4,10,0,10,839
Olaf Nowak,Zagłębie,2,0,0,2,8,11
Rok Sirk,Zagłębie,13,1,4,9,33,409
Patryk Szysz,Zagłębie,32,10,18,14,34,1711
Patryk Tuszyński,Zagłębie,5,1,2,3,5,232
