ZAWODNIK,KLUB,Strzały,G,xG,xG/s,G-xG,non-pen xG,non-pen xG/s,G - xG NON-PEN,KP,AST,xAST,KP-xAST
Tomas Huk,Piast Gliwice,1,0,"0,061","0,061","-0,061","0,061","0,061","-0,061",0,0,"0,000","0,000"
Leandro,Stal Mielec,1,0,"0,061","0,061","-0,061","0,061","0,061","-0,061",4,1,"0,423","0,577"
Joeri de Kamps,Lechia Gdańsk,1,0,"0,066","0,066","-0,066","0,066","0,066","-0,066",3,0,"0,073","-0,073"
Aurelien Nguiamba,Jagiellonia,1,0,"0,067","0,067","-0,067","0,067","0,067","-0,067",4,0,"0,129","-0,129"
Luis Mata,Pogoń/Zagłębie,3,0,"0,067","0,022","-0,067","0,067","0,022","-0,067",9,1,"0,701","0,299"
Mehdi Lehaire,Miedź Legnica,4,0,"0,068","0,017","-0,068","0,068","0,017","-0,068",1,0,"0,046","-0,046"
Karol Borys,Śląsk Wrocław,2,0,"0,068","0,034","-0,068","0,068","0,034","-0,068",4,0,"0,373","-0,373"
Tomas Petrasek,Raków Częstochowa,9,1,"1,068","0,119","-0,068","1,068","0,119","-0,068",3,0,"0,343","-0,343"
Mateusz Żukowski,Lech Poznań,2,0,"0,073","0,036","-0,073","0,073","0,036","-0,073",0,0,"0,000","0,000"
Oskar Sewerzyński,Korona Kielce,3,0,"0,073","0,024","-0,073","0,073","0,024","-0,073",8,1,"0,297","0,703"
Bozidar Czorbadżijski,Widzew Łódź,1,0,"0,076","0,076","-0,076","0,076","0,076","-0,076",0,0,"0,000","0,000"
Przemysław Maj,Stal Mielec,3,0,"0,081","0,027","-0,081","0,081","0,027","-0,081",1,1,"0,038","0,962"
Adrian Przyborek,Pogoń Szczecin,2,0,"0,086","0,043","-0,086","0,086","0,043","-0,086",1,0,"0,098","-0,098"
Tom Hateley,Piast Gliwice,3,0,"0,089","0,030","-0,089","0,089","0,030","-0,089",18,0,"1,482","-1,482"
Dominik Sokół,Radomiak Radom,1,0,"0,100","0,100","-0,100","0,100","0,100","-0,100",1,0,"0,000","0,000"
Miłosz Matysik,Jagiellonia,2,0,"0,101","0,051","-0,101","0,101","0,051","-0,101",3,1,"0,042","0,958"
Filip Kocaba,Zagłębie Lubin,2,0,"0,105","0,052","-0,105","0,105","0,052","-0,105",0,0,"0,000","0,000"
David Poreba,Stal Mielec,3,0,"0,109","0,036","-0,109","0,109","0,036","-0,109",1,0,"0,027","-0,027"
Giannis Papanikolaou,Raków Częstochowa,14,1,"1,111","0,079","-0,111","1,111","0,079","-0,111",16,0,"0,906","-0,906"
Francisco Ramos,Radomiak Radom,5,0,"0,112","0,022","-0,112","0,112","0,022","-0,112",7,0,"0,633","-0,633"
Adrian Lis A,Warta Poznań,1,0,"0,116","0,116","-0,116","0,116","0,116","-0,116",3,0,"0,259","-0,259"
Michael Ameyaw,Piast Gliwice,29,3,"3,118","0,108","-0,118","3,118","0,108","-0,118",12,1,"1,171","-0,171"
Bogdan Tiru,Jagiellonia,2,0,"0,119","0,059","-0,119","0,119","0,059","-0,119",8,0,"0,405","-0,405"
Tomasz Mokwa,Piast Gliwice,3,0,"0,119","0,040","-0,119","0,119","0,040","-0,119",5,0,"0,394","-0,394"
Łukasz Sierpina,Korona Kielce,5,0,"0,120","0,024","-0,120","0,120","0,024","-0,120",2,0,"0,068","-0,068"
Michał Kopczyński,Warta Poznań,5,1,"0,871","0,174","0,129","0,121","0,030","-0,121",9,0,"0,367","-0,367"
Michał Jakóbowski,Warta Poznań,1,0,"0,122","0,122","-0,122","0,122","0,122","-0,122",1,0,"0,027","-0,027"
Jurich Carolina,Miedź Legnica,5,0,"0,129","0,026","-0,129","0,129","0,026","-0,129",7,1,"0,510","0,490"
Diogo Verdasca,Śląsk Wrocław,3,0,"0,130","0,043","-0,130","0,130","0,043","-0,130",10,2,"0,984","1,016"
Robin Kamber,Górnik Zabrze,2,0,"0,132","0,066","-0,132","0,132","0,066","-0,132",1,0,"0,150","-0,150"
Danijel Loncar,Pogoń Szczecin,2,0,"0,140","0,070","-0,140","0,140","0,070","-0,140",1,0,"0,149","-0,149"
Andrzej Trubeha,Jagiellonia,3,0,"0,146","0,049","-0,146","0,146","0,049","-0,146",2,1,"0,918","0,082"
Alex Vallejo,Stal Mielec,7,0,"0,146","0,021","-0,146","0,146","0,021","-0,146",3,0,"0,183","-0,183"
Jens Gammelby,Miedź Legnica,5,0,"0,146","0,029","-0,146","0,146","0,029","-0,146",5,1,"0,386","0,614"
Adrian Bukowski,Śląsk Wrocław,2,0,"0,148","0,074","-0,148","0,148","0,074","-0,148",2,0,"0,057","-0,057"
Kryspin Szcześniak,Górnik Zabrze,2,0,"0,154","0,077","-0,154","0,154","0,077","-0,154",0,0,"0,000","0,000"
Grzegorz Szymusik,Korona Kielce,3,0,"0,160","0,053","-0,160","0,160","0,053","-0,160",0,0,"0,000","0,000"
Damian Michalski,Wisła Płock,3,0,"0,162","0,054","-0,162","0,162","0,054","-0,162",3,0,"0,884","-0,884"
Mateusz Bochnak,Cracovia,17,2,"2,164","0,127","-0,164","2,164","0,127","-0,164",7,0,"0,306","-0,306"
Fabio Sturgeon,Raków Częstochowa,2,0,"0,180","0,090","-0,180","0,180","0,090","-0,180",1,0,"0,085","-0,085"
Filip Balaj,Cracovia,2,0,"0,182","0,091","-0,182","0,182","0,091","-0,182",1,1,"0,171","0,829"
Kamil Pestka,Cracovia,5,0,"0,190","0,038","-0,190","0,190","0,038","-0,190",4,0,"0,234","-0,234"
Mateusz Wdowiak,Raków Częstochowa,24,3,"3,192","0,133","-0,192","3,192","0,133","-0,192",14,2,"2,256","-0,256"
Sebastian Musiolik,Raków Częstochowa,3,0,"0,203","0,068","-0,203","0,203","0,068","-0,203",2,0,"0,322","-0,322"
Filip Dagerstal,Lech Poznań,4,0,"0,204","0,051","-0,204","0,204","0,051","-0,204",6,2,"0,994","1,006"
Marek Hanousek,Widzew Łódź,30,2,"1,957","0,065","0,043","1,207","0,042","-0,207",22,0,"1,692","-1,692"
Michal Sacek,Jagiellonia,3,0,"0,209","0,070","-0,209","0,209","0,070","-0,209",13,2,"0,634","1,366"
David Jablonsky,Cracovia,10,1,"1,212","0,121","-0,212","1,212","0,121","-0,212",5,0,"0,277","-0,277"
Piotr Wlazło,Stal Mielec,39,4,"3,716","0,095","0,284","2,216","0,060","-0,216",21,0,"0,903","-0,903"
Mariusz Fornalczyk,Pogoń Szczecin,5,0,"0,217","0,043","-0,217","0,217","0,043","-0,217",2,1,"0,813","0,187"
Joao Amaral,Lech Poznań,35,2,"2,218","0,063","-0,218","2,218","0,063","-0,218",14,1,"1,368","-0,368"
Dimityr Wełkowski,Miedź Legnica,9,0,"0,219","0,024","-0,219","0,219","0,024","-0,219",23,2,"2,635","-0,635"
Pedro Justiniano,Radomiak Radom,3,0,"0,219","0,073","-0,219","0,219","0,073","-0,219",1,0,"0,029","-0,029"
Benedikt Zech,Pogoń Szczecin,5,0,"0,220","0,044","-0,220","0,220","0,044","-0,220",4,1,"0,358","0,642"
Juan Camara,Jagiellonia,3,0,"0,220","0,073","-0,220","0,220","0,073","-0,220",3,0,"0,375","-0,375"
Michał Mokrzycki,Wisła Płock,2,0,"0,228","0,114","-0,228","0,228","0,114","-0,228",2,0,"0,255","-0,255"
Thabo Cele,Radomiak Radom,8,0,"0,231","0,029","-0,231","0,231","0,029","-0,231",21,1,"1,041","-0,041"
Christos Donis,Radomiak Radom,6,0,"0,231","0,038","-0,231","0,231","0,038","-0,231",2,0,"0,171","-0,171"
Jesper Karlstrom,Lech Poznań,28,1,"1,231","0,044","-0,231","1,231","0,044","-0,231",29,1,"1,748","-0,748"
Carlos Julio Martinez,Miedź Legnica,6,0,"0,240","0,040","-0,240","0,240","0,040","-0,240",8,1,"0,770","0,230"
Camilo Mena,Jagiellonia,5,0,"0,243","0,049","-0,243","0,243","0,049","-0,243",5,0,"0,297","-0,297"
Christian Clemens,Lechia Gdańsk,6,0,"0,244","0,041","-0,244","0,244","0,041","-0,244",9,0,"0,519","-0,519"
Igor Strzałek,Legia Warszawa,5,0,"0,247","0,049","-0,247","0,247","0,049","-0,247",5,2,"0,160","1,840"
Wiktor Pleśnierowicz,Warta Poznań,4,0,"0,248","0,062","-0,248","0,248","0,062","-0,248",0,0,"0,000","0,000"
Walerian Gwilia,Raków Częstochowa,3,0,"0,252","0,084","-0,252","0,252","0,084","-0,252",0,0,"0,000","0,000"
Jarosław Jach,Zagłębie Lubin,12,1,"1,252","0,104","-0,252","1,252","0,104","-0,252",4,0,"0,289","-0,289"
Miguel Munoz,Piast Gliwice,1,0,"0,263","0,263","-0,263","0,263","0,263","-0,263",0,0,"0,000","0,000"
Maxime Dominguez,Miedź Legnica,26,1,"1,266","0,049","-0,266","1,266","0,049","-0,266",38,6,"2,636","3,364"
Adam Deja,Korona Kielce,10,0,"0,267","0,027","-0,267","0,267","0,027","-0,267",16,1,"0,977","0,023"
Blaz Kramer,Legia Warszawa,7,1,"1,271","0,182","-0,271","1,271","0,182","-0,271",2,0,"0,057","-0,057"
Szczepan Mucha,Piast Gliwice,2,0,"0,274","0,137","-0,274","0,274","0,137","-0,274",0,0,"0,000","0,000"
Mario Zebić,Korona Kielce,3,0,"0,282","0,094","-0,282","0,282","0,094","-0,282",1,1,"0,100","0,900"
Patryk Szwedzik,Śląsk Wrocław,4,0,"0,288","0,072","-0,288","0,288","0,072","-0,288",0,0,"0,000","0,000"
Joel Pereira,Lech Poznań,9,0,"0,290","0,032","-0,290","0,290","0,032","-0,290",51,2,"4,747","-2,747"
Jeronimo Cacciabue,Miedź Legnica,7,0,"0,293","0,042","-0,293","0,293","0,042","-0,293",4,0,"0,130","-0,130"
Wiktor Długosz,Raków Częstochowa,2,0,"0,293","0,147","-0,293","0,293","0,147","-0,293",5,2,"0,627","1,373"
Mateusz Cichocki,Radomiak Radom,5,0,"0,296","0,059","-0,296","0,296","0,059","-0,296",4,0,"0,546","-0,546"
Rafał Pietrzak,Lechia Gdańsk,10,0,"0,298","0,030","-0,298","0,298","0,030","-0,298",37,2,"2,775","-0,775"
Victor Garcia,Śląsk Wrocław,10,0,"0,300","0,030","-0,300","0,300","0,030","-0,300",27,4,"2,424","1,576"
David Stec,Lechia Gdańsk,5,0,"0,301","0,060","-0,301","0,301","0,060","-0,301",2,0,"0,091","-0,091"
Rauno Sappinen,Piast/Stal,27,4,"4,313","0,160","-0,313","4,313","0,160","-0,313",12,0,"0,992","-0,992"
Paweł Stolarski,Pogoń Szczecin,11,0,"0,317","0,029","-0,317","0,317","0,029","-0,317",7,0,"0,416","-0,416"
Pedro Rebocho,Lech Poznań,12,0,"0,320","0,027","-0,320","0,320","0,027","-0,320",39,2,"2,206","-0,206"
Adam Ratajczyk,Zagłębie Lubin,17,1,"1,324","0,078","-0,324","1,324","0,078","-0,324",12,1,"0,643","0,357"
Anthony van den Hurk,Górnik Zabrze,5,1,"1,324","0,265","-0,324","1,324","0,265","-0,324",0,0,"0,000","0,000"
Ben Lederman,Raków Częstochowa,11,0,"0,327","0,030","-0,327","0,327","0,030","-0,327",15,2,"0,795","1,205"
Marcin Szpakowski,Korona Kielce,7,0,"0,330","0,047","-0,330","0,330","0,047","-0,330",10,0,"0,506","-0,506"
Robert Pich,Legia Warszawa,5,0,"0,336","0,067","-0,336","0,336","0,067","-0,336",6,1,"0,865","0,135"
Flavio Paixao,Lechia Gdańsk,40,7,"6,588","0,165","0,412","4,338","0,117","-0,338",10,2,"0,922","1,078"
Levent Gulen,Miedź Legnica,10,0,"0,346","0,035","-0,346","0,346","0,035","-0,346",7,0,"0,756","-0,756"
Patryk Sokołowski,Legia Warszawa,6,0,"0,355","0,059","-0,355","0,355","0,059","-0,355",6,0,"0,146","-0,146"
Guram Giorbelidze,Zagłębie Lubin,12,0,"0,356","0,030","-0,356","0,356","0,030","-0,356",11,1,"0,584","0,416"
Dariusz Pawłowski,Radomiak Radom,6,0,"0,362","0,060","-0,362","0,362","0,060","-0,362",6,0,"0,338","-0,338"
Adam Chrzanowski,Wisła Płock,5,0,"0,362","0,072","-0,362","0,362","0,072","-0,362",1,0,"0,061","-0,061"
Marcin Cebula,Raków Częstochowa,5,1,"1,120","0,224","-0,120","0,370","0,092","-0,370",8,0,"0,650","-0,650"
Ihor Charatin,Legia Warszawa,4,0,"0,379","0,095","-0,379","0,379","0,095","-0,379",0,0,"0,000","0,000"
Amadej Marosa,Górnik Zabrze,3,0,"0,383","0,128","-0,383","0,383","0,128","-0,383",0,0,"0,000","0,000"
Alexandros Katranis,Piast Gliwice,14,0,"0,384","0,027","-0,384","0,384","0,027","-0,384",23,1,"2,458","-1,458"
Patryk Janasik,Śląsk Wrocław,9,0,"0,385","0,043","-0,385","0,385","0,043","-0,385",10,0,"0,341","-0,341"
Jonatan Kotzke,Górnik Zabrze,9,0,"0,390","0,043","-0,390","0,390","0,043","-0,390",8,0,"0,461","-0,461"
Matej Rodin,Cracovia,10,1,"1,394","0,139","-0,394","1,394","0,139","-0,394",1,0,"0,036","-0,036"
Szymon Czyż,Raków Częstochowa,4,0,"0,395","0,099","-0,395","0,395","0,099","-0,395",5,1,"0,437","0,563"
Damian Jakubik,Radomiak Radom,10,0,"0,397","0,040","-0,397","0,397","0,040","-0,397",14,1,"1,419","-0,419"
Marco Terrazzino,Lechia Gdańsk,30,1,"1,399","0,047","-0,399","1,399","0,047","-0,399",28,0,"1,541","-1,541"
Michal Siplak,Cracovia,9,0,"0,400","0,044","-0,400","0,400","0,044","-0,400",12,2,"0,992","1,008"
Maurides,Radomiak Radom,35,4,"4,401","0,126","-0,401","4,401","0,126","-0,401",15,4,"1,728","2,272"
Daniel Leo Gretarsson,Śląsk Wrocław,15,1,"1,407","0,094","-0,407","1,407","0,094","-0,407",7,2,"0,897","1,103"
Arkadiusz Woźniak,Zagłębie Lubin,7,0,"0,409","0,058","-0,409","0,409","0,058","-0,409",2,0,"0,140","-0,140"
Leo Borges,Pogoń Szczecin,10,0,"0,413","0,041","-0,413","0,413","0,041","-0,413",7,0,"0,375","-0,375"
Kacper Jodłowski,Cracovia,2,0,"0,423","0,211","-0,423","0,423","0,211","-0,423",0,0,"0,000","0,000"
Sebastian Bergier,Śląsk Wrocław,4,0,"0,427","0,107","-0,427","0,427","0,107","-0,427",0,0,"0,000","0,000"
Stratos Svarnas,Raków Częstochowa,15,3,"3,429","0,229","-0,429","3,429","0,229","-0,429",8,3,"1,036","1,964"
Filip Lesniak,Wisła Płock,14,0,"0,444","0,032","-0,444","0,444","0,032","-0,444",4,1,"0,185","0,815"
Martin Sulek,Wisła Płock,16,0,"0,445","0,028","-0,445","0,445","0,028","-0,445",6,0,"0,936","-0,936"
Cheikhou Dieng,Zagłębie Lubin,4,0,"0,451","0,113","-0,451","0,451","0,113","-0,451",5,1,"0,452","0,548"
Bartosz Śpiączka,Korona/Wisła P,49,6,"6,955","0,142","-0,955","5,455","0,116","-0,455",12,2,"0,838","1,162"
Kevin Friesenbichler,Lechia Gdańsk,12,0,"0,467","0,039","-0,467","0,467","0,039","-0,467",4,0,"0,262","-0,262"
Bartosz Salamon,Lech Poznań,8,0,"0,469","0,059","-0,469","0,469","0,059","-0,469",0,0,"0,000","0,000"
Jean Mvondo,Górnik Zabrze,17,0,"0,469","0,028","-0,469","0,469","0,028","-0,469",13,0,"0,648","-0,648"
Rafał Kurzawa,Pogoń Szczecin,8,0,"0,474","0,059","-0,474","0,474","0,059","-0,474",23,0,"1,492","-1,492"
Michał Rzuchowski,Śląsk Wrocław,5,0,"0,485","0,097","-0,485","0,485","0,097","-0,485",7,1,"0,883","0,117"
Mato Milos,Widzew Łódź,16,1,"1,488","0,093","-0,488","1,488","0,093","-0,488",21,1,"2,024","-1,024"
Cornel Rapa,Cracovia,8,0,"0,489","0,061","-0,489","0,489","0,061","-0,489",13,0,"1,314","-1,314"
Takuto Oshima,Cracovia,18,1,"1,503","0,084","-0,503","1,503","0,084","-0,503",22,2,"0,982","1,018"
Mariusz Malec,Pogoń Szczecin,8,0,"0,512","0,064","-0,512","0,512","0,064","-0,512",2,0,"0,084","-0,084"
Maciej Wolski,Stal Mielec,7,0,"0,514","0,073","-0,514","0,514","0,073","-0,514",5,0,"0,338","-0,338"
Michał Kucharczyk,Pogoń Szczecin,8,0,"0,516","0,064","-0,516","0,516","0,064","-0,516",12,0,"1,619","-1,619"
Paweł Zieliński,Widzew Łódź,7,0,"0,516","0,074","-0,516","0,516","0,074","-0,516",15,2,"1,712","0,288"
Tomas Prikryl,Jagiellonia,21,1,"1,518","0,072","-0,518","1,518","0,072","-0,518",44,2,"5,523","-3,523"
Norbert Wojtuszek,Górnik Zabrze,6,0,"0,533","0,089","-0,533","0,533","0,089","-0,533",11,1,"0,562","0,438"
Kamil Zapolnik,Miedź Legnica,7,0,"0,539","0,077","-0,539","0,539","0,077","-0,539",4,0,"0,446","-0,446"
Bartłomiej Kłudka,Zagłębie Lubin,9,0,"0,541","0,060","-0,541","0,541","0,060","-0,541",17,2,"1,401","0,599"
Filipe Nascimento,Radomiak Radom,21,3,"2,795","0,133","0,205","0,545","0,030","-0,545",15,2,"0,857","1,143"
Milan Kvocera,Wisła Płock,5,0,"0,550","0,110","-0,550","0,550","0,110","-0,550",3,0,"0,315","-0,315"
Jakub Kałuziński,Lechia Gdańsk,17,0,"0,553","0,033","-0,553","0,553","0,033","-0,553",24,2,"2,547","-0,547"
Alexander Gorgon,Pogoń Szczecin,21,3,"3,559","0,169","-0,559","3,559","0,169","-0,559",14,1,"0,855","0,145"
Hubert Matynia,Miedź Legnica,14,0,"0,574","0,041","-0,574","0,574","0,041","-0,574",17,4,"1,891","2,109"
Krzysztof Kubica,Górnik Zabrze,6,0,"0,588","0,098","-0,588","0,588","0,098","-0,588",2,0,"0,062","-0,062"
Martin Konczkowski,Śląsk Wrocław,9,0,"0,589","0,065","-0,589","0,589","0,065","-0,589",16,2,"1,313","0,687"
Krystian Okoniewski,Radomiak Radom,4,0,"0,590","0,147","-0,590","0,590","0,147","-0,590",1,0,"0,038","-0,038"
Jakub Świerczok,Zagłębie Lubin,8,0,"0,601","0,075","-0,601","0,601","0,075","-0,601",2,0,"0,087","-0,087"
Martin Dolezal,Zagłębie Lubin,18,2,"2,604","0,145","-0,604","2,604","0,145","-0,604",5,0,"0,606","-0,606"
Piotr Tomasik,Wisła Płock,16,0,"0,608","0,038","-0,608","0,608","0,038","-0,608",23,1,"1,555","-0,555"
Marius Briceag,Korona Kielce,11,0,"0,608","0,055","-0,608","0,608","0,055","-0,608",21,3,"1,794","1,206"
Karol Knap,Cracovia,29,2,"2,360","0,081","-0,360","1,610","0,057","-0,610",32,2,"1,959","0,041"
Alberto Toril,Piast Gliwice,5,0,"0,617","0,123","-0,617","0,617","0,123","-0,617",5,0,"0,662","-0,662"
Bojan Nastić,Jagiellonia,14,0,"0,617","0,044","-0,617","0,617","0,044","-0,617",17,1,"1,422","-0,422"
Robert Ivanov,Warta Poznań,21,1,"1,618","0,077","-0,618","1,618","0,077","-0,618",18,0,"1,067","-1,067"
Barry Douglas,Lech Poznań,10,0,"0,625","0,062","-0,625","0,625","0,062","-0,625",20,0,"1,546","-1,546"
Kristers Tobers,Lechia Gdańsk,13,0,"0,628","0,048","-0,628","0,628","0,048","-0,628",4,1,"0,202","0,798"
Gabriel Kirejczyk,Piast Gliwice,6,0,"0,634","0,106","-0,634","0,634","0,106","-0,634",8,2,"1,456","0,544"
Fabio Nunes,Widzew Łódź,9,0,"0,641","0,071","-0,641","0,641","0,071","-0,641",12,2,"1,662","0,338"
Kamil Kościelny,Warta Poznań,6,0,"0,641","0,107","-0,641","0,641","0,107","-0,641",5,0,"0,521","-0,521"
Otar Kakabadze,Cracovia,34,1,"1,644","0,048","-0,644","1,644","0,048","-0,644",36,4,"4,763","-0,763"
Aleks Ławniczak,Zagłębie Lubin,8,0,"0,647","0,081","-0,647","0,647","0,081","-0,647",3,0,"0,467","-0,467"
Kostas Triantafyllopoulos,Pogoń Szczecin,8,0,"0,652","0,082","-0,652","0,652","0,082","-0,652",4,1,"0,839","0,161"
Jakub Kiełb,Warta Poznań,12,0,"0,656","0,055","-0,656","0,656","0,055","-0,656",4,1,"1,102","-0,102"
Daniel Pik,Radomiak Radom,11,0,"0,657","0,060","-0,657","0,657","0,060","-0,657",5,0,"0,657","-0,657"
Dominik Furman,Wisła Płock,21,0,"1,407","0,067","-1,407","0,657","0,033","-0,657",30,4,"2,758","1,242"
Heorhij Citaiszwili,Lech Poznań,25,1,"1,657","0,066","-0,657","1,657","0,066","-0,657",7,1,"1,040","-0,040"
Benjamin Kallman,Cracovia,52,6,"6,660","0,128","-0,660","6,660","0,128","-0,660",22,1,"1,697","-0,697"
Juliusz Letniowski,Widzew Łódź,34,1,"2,412","0,071","-1,412","1,662","0,050","-0,662",27,1,"1,806","-0,806"
Patryk Stępiński,Widzew Łódź,9,0,"0,667","0,074","-0,667","0,667","0,074","-0,667",24,4,"2,653","1,347"
Marcel Wędrychowski,Pogoń Szczecin,14,1,"1,670","0,119","-0,670","1,670","0,119","-0,670",14,2,"0,640","1,360"
Lisandro Semedo,Radomiak Radom,33,3,"3,681","0,112","-0,681","3,681","0,112","-0,681",25,2,"1,813","0,187"
Maciej Rosołek,Legia Warszawa,42,5,"5,682","0,135","-0,682","5,682","0,135","-0,682",10,1,"1,229","-0,229"
Konrad Poprawa,Śląsk Wrocław,8,0,"0,691","0,086","-0,691","0,691","0,086","-0,691",3,0,"0,113","-0,113"
Joel Abu Hanna,Legia Warszawa,5,0,"0,696","0,139","-0,696","0,696","0,139","-0,696",1,0,"0,016","-0,016"
Bartłomiej Wdowik,Jagiellonia,19,0,"0,696","0,037","-0,696","0,696","0,037","-0,696",25,4,"1,674","2,326"
Konrad Matuszewski,Warta Poznań,12,0,"0,704","0,059","-0,704","0,704","0,059","-0,704",32,4,"2,902","1,098"
Martin Kreuzriegler,Widzew Łódź,15,3,"2,956","0,197","0,044","0,706","0,059","-0,706",10,0,"0,496","-0,496"
Szymon Kobusiński,Zagłębie Lubin,5,0,"0,708","0,142","-0,708","0,708","0,142","-0,708",2,0,"0,264","-0,264"
Dalibor Takac,Korona Kielce,9,0,"0,743","0,083","-0,743","0,743","0,083","-0,743",20,2,"1,164","0,836"
Enis Destan,Warta Poznań,17,1,"1,756","0,103","-0,756","1,756","0,103","-0,756",6,0,"0,721","-0,721"
Mateusz Kupczak,Warta Poznań,14,0,"0,769","0,055","-0,769","0,769","0,055","-0,769",11,1,"0,649","0,351"
Michael Kostka,Miedź Legnica,15,0,"0,786","0,052","-0,786","0,786","0,052","-0,786",9,0,"0,663","-0,663"
Serafin Szota,Widzew Łódź,9,0,"0,800","0,089","-0,800","0,800","0,089","-0,800",10,1,"0,662","0,338"
Mateusz Bartolewski,Zagłębie Lubin,6,0,"0,813","0,135","-0,813","0,813","0,135","-0,813",2,0,"0,216","-0,216"
Conrado,Lechia Gdańsk,13,0,"0,816","0,063","-0,816","0,816","0,063","-0,816",19,1,"1,721","-0,721"
Olaf Kobacki,Miedź Legnica,22,1,"1,832","0,083","-0,832","1,832","0,083","-0,832",11,4,"1,545","2,455"
Alan Czerwiński,Lech Poznań,11,0,"0,840","0,076","-0,840","0,840","0,076","-0,840",15,2,"1,183","0,817"
Kacper Sezonienko,Lechia Gdańsk,9,0,"0,845","0,094","-0,845","0,845","0,094","-0,845",3,1,"0,357","0,643"
Paweł Jaroszyński,Cracovia,9,0,"0,849","0,094","-0,849","0,849","0,094","-0,849",15,1,"1,163","-0,163"
Ilkay Durmus,Lechia Gdańsk,31,1,"1,854","0,060","-0,854","1,854","0,060","-0,854",27,3,"4,051","-1,051"
Mateusz Żyro,Widzew Łódź,11,0,"0,863","0,078","-0,863","0,863","0,078","-0,863",4,0,"0,251","-0,251"
Jakub Czerwiński,Piast Gliwice,16,1,"1,864","0,117","-0,864","1,864","0,117","-0,864",6,1,"0,532","0,468"
Linus Wahlqvist,Pogoń Szczecin,12,0,"0,871","0,073","-0,871","0,871","0,073","-0,871",11,2,"1,240","0,760"
Ariel Mosór,Piast Gliwice,13,0,"0,879","0,068","-0,879","0,879","0,068","-0,879",10,1,"1,308","-0,308"
Nono,Korona Kielce,21,0,"0,880","0,042","-0,880","0,880","0,042","-0,880",17,2,"1,005","0,995"
Dawid Szymonowicz,Warta Poznań,11,1,"1,893","0,172","-0,893","1,893","0,172","-0,893",4,0,"0,429","-0,429"
Juljan Shehu,Widzew Łódź,12,0,"0,895","0,075","-0,895","0,895","0,075","-0,895",8,0,"0,754","-0,754"
Piotr Samiec-Talar,Śląsk Wrocław,9,1,"1,910","0,212","-0,910","1,910","0,212","-0,910",13,1,"0,898","0,102"
Israel Puerto,Jagiellonia,12,0,"0,922","0,077","-0,922","0,922","0,077","-0,922",6,2,"0,853","1,147"
Leandro Rossi,Radomiak Radom,18,0,"0,937","0,052","-0,937","0,937","0,052","-0,937",8,1,"1,209","-0,209"
Niilo Maenpaa,Warta Poznań,16,0,"0,959","0,060","-0,959","0,959","0,060","-0,959",16,2,"1,588","0,412"
Adrian Danek,Korona Kielce,15,0,"0,961","0,064","-0,961","0,961","0,064","-0,961",8,2,"0,555","1,445"
Damjan Bohar,Zagłębie Lubin,49,3,"3,966","0,081","-0,966","3,966","0,081","-0,966",36,5,"3,072","1,928"
Filip Marchwiński,Lech Poznań,33,5,"5,967","0,181","-0,967","5,967","0,181","-0,967",16,3,"1,141","1,859"
Patryk Dziczek,Piast Gliwice,25,3,"3,967","0,159","-0,967","0,967","0,046","-0,967",16,2,"1,371","0,629"
Adam Frączczak,Korona Kielce,9,0,"0,980","0,109","-0,980","0,980","0,109","-0,980",5,0,"0,473","-0,473"
Makana Baku,Legia Warszawa,13,0,"0,995","0,077","-0,995","0,995","0,077","-0,995",19,1,"1,309","-0,309"
Marcin Flis,Stal Mielec,19,0,"1,007","0,053","-1,007","1,007","0,053","-1,007",14,3,"1,881","1,119"
Milan Rundić,Raków Częstochowa,5,0,"1,033","0,207","-1,033","1,033","0,207","-1,033",2,1,"0,392","0,608"
Berto Cayarga,Radomiak Radom,17,0,"1,036","0,061","-1,036","1,036","0,061","-1,036",16,0,"1,363","-1,363"
Luka Zahović,Pogoń Szczecin,40,6,"7,048","0,176","-1,048","7,048","0,176","-1,048",23,2,"1,626","0,374"
Jakub Rzeźniczak,Wisła Płock,8,0,"1,053","0,132","-1,053","1,053","0,132","-1,053",5,0,"0,490","-0,490"
Jean Franco Sarmiento,Radomiak Radom,10,0,"1,072","0,107","-1,072","1,072","0,107","-1,072",4,0,"0,273","-0,273"
Carlitos,Legia Warszawa,36,1,"2,833","0,079","-1,833","2,083","0,060","-1,083",17,3,"1,347","1,653"
Paweł Olkowski,Górnik Zabrze,26,1,"2,106","0,081","-1,106","2,106","0,081","-1,106",8,0,"0,901","-0,901"
Krystian Getinger,Stal Mielec,27,0,"1,115","0,041","-1,115","1,115","0,041","-1,115",40,1,"4,009","-3,009"
Sasa Balić,Korona Kielce,4,0,"1,116","0,279","-1,116","1,116","0,279","-1,116",2,0,"0,058","-0,058"
Mikael Ishak,Lech Poznań,58,11,"12,668","0,218","-1,668","8,168","0,157","-1,168",27,4,"2,891","1,109"
Luis Machado,Radomiak Radom,54,3,"4,169","0,077","-1,169","4,169","0,077","-1,169",18,2,"1,478","0,522"
Ernest Terpiłowski,Widzew Łódź,32,3,"4,185","0,131","-1,185","4,185","0,131","-1,185",23,4,"2,148","1,852"
Mateusz Cholewiak,Górnik Zabrze,17,0,"1,186","0,070","-1,186","1,186","0,070","-1,186",5,0,"0,513","-0,513"
Dominik Piła,Lechia Gdańsk,10,0,"1,223","0,122","-1,223","1,223","0,122","-1,223",4,0,"0,266","-0,266"
